id;garden_id;juice_id;price
532;502;10;4.02
533;505;13;3.86
534;506;12;4.09
535;506;13;5.13
536;507;12;4.7
537;507;7;3.69
538;508;8;3.15
539;510;6;5.98
540;511;3;4.75
541;511;15;4.01
542;513;10;4.29
543;513;11;3.61
544;514;13;3.54
545;515;14;3.36
546;515;5;4.93
547;516;10;3.07
548;517;13;5.38
549;519;8;3.57
550;519;7;3.4
551;520;9;4.48
552;520;7;3.78
553;521;15;5.32
554;523;4;3.08
555;525;11;3.18
556;528;4;4.68
557;529;1;3.63
558;529;5;4.24
559;531;5;3.78
560;531;13;5.14
561;535;8;3.64
562;536;6;3.1
563;538;1;5.57
564;538;7;4.27
565;539;15;4.67
566;539;3;4.96
567;541;7;5.53
568;542;9;5.99
569;542;6;5.82
570;543;6;5.04
571;544;3;5.73
572;546;6;4.66
573;546;12;4.62
574;547;12;5.06
575;547;7;4.82
576;548;11;5.87
577;549;2;5.74
578;549;8;3.45
579;550;12;4.3
580;552;12;4.92
581;556;1;3.35
582;556;11;5.62
583;557;5;3.5
584;559;7;4.89
585;560;4;3.31
586;562;14;3.38
587;564;7;3.23
588;565;4;3.65
589;565;6;4.14
590;566;8;5.01
591;567;14;3.89
592;571;12;3.04
593;573;15;3.83
594;573;4;5.74
595;574;7;4.0
596;576;8;3.71
597;577;3;4.59
598;577;10;5.84
599;578;10;3.5
600;578;5;4.72
601;581;6;4.64
602;581;11;4.58
603;582;11;4.29
604;583;3;3.3
605;585;4;3.5
606;585;14;5.84
607;587;11;5.38
608;588;15;4.93
609;588;14;4.97
610;590;3;4.17
611;591;6;3.43
612;591;11;3.02
613;592;9;4.1
614;592;6;4.4
615;593;12;5.09
616;594;6;5.64
617;594;4;5.53
618;595;14;4.59
619;595;2;5.95
620;596;6;3.77
621;596;10;4.3
622;597;7;3.75
623;597;6;5.48
624;598;5;3.99
625;598;1;3.65
626;599;3;5.56
627;600;9;3.33
628;600;11;3.36
629;601;11;3.41
630;602;7;5.72
631;605;5;5.53
632;608;7;3.22
633;608;8;3.1
634;609;10;3.61
635;609;15;5.39
636;610;4;4.31
637;611;6;3.96
638;612;11;3.01
639;612;4;3.4
640;617;1;4.16
641;618;12;3.57
642;619;13;3.6
643;621;7;4.48
644;623;14;3.87
645;624;8;5.2
646;625;2;5.24
647;625;15;5.39
648;627;5;3.93
649;628;4;4.03
650;628;11;5.77
651;629;6;4.23
652;630;5;3.02
653;630;15;4.52
654;632;7;5.84
655;632;8;4.55
656;633;11;3.16
657;634;7;3.16
658;635;15;5.8
659;635;5;4.89
660;637;14;5.43
661;637;11;3.48
662;638;1;5.71
663;638;11;4.54
664;639;6;3.94
665;641;8;5.98
666;641;15;4.46
667;642;1;5.76
668;644;6;4.92
669;645;4;3.75
670;646;5;3.42
671;647;5;5.83
672;647;9;4.74
673;648;7;5.66
674;648;4;3.71
675;654;13;5.87
676;654;7;3.12
677;655;13;4.41
678;655;8;3.58
679;657;11;5.19
680;658;11;5.03
681;659;6;3.04
682;660;2;5.4
683;660;12;5.71
684;662;3;4.45
685;662;12;5.15
686;663;7;5.71
687;664;6;4.33
688;664;7;3.1
689;666;13;4.46
690;668;2;4.5
691;668;12;3.88
692;670;2;3.22
693;671;9;3.92
694;672;1;3.83
695;672;4;3.47
696;675;1;5.55
697;676;3;4.09
698;677;14;3.42
699;677;15;3.86
700;679;7;5.91
701;679;9;3.76
702;680;15;5.53
703;680;2;3.62
704;683;10;3.91
705;688;12;4.72
706;688;15;3.1
707;690;8;5.73
708;691;15;5.72
709;691;13;4.74
710;692;7;3.5
711;692;3;4.96
712;693;7;4.37
713;696;8;4.0
714;696;3;4.18
715;697;1;3.87
716;697;3;5.92
717;698;8;4.3
718;699;10;4.19
719;700;14;3.17
720;705;9;5.0
721;706;7;3.73
722;706;4;4.8
723;708;8;5.54
724;708;10;4.46
725;709;6;3.18
726;711;2;5.38
727;712;3;4.62
728;712;6;3.8
729;713;14;3.33
730;713;5;4.7
731;715;1;5.01
732;715;9;4.93
733;716;8;3.12
734;716;6;4.13
735;717;15;4.75
736;717;2;5.29
737;719;5;5.57
738;719;11;5.94
739;721;10;3.68
740;721;5;3.34
741;722;5;3.73
742;722;10;3.26
743;724;12;5.24
744;724;4;5.8
745;729;14;5.35
746;729;1;5.76
747;733;13;3.06
748;734;12;3.07
749;736;4;4.09
750;736;5;5.94
751;737;9;4.82
752;739;11;4.73
753;741;2;3.1
754;742;10;4.57
755;743;11;3.76
756;743;2;3.78
757;744;14;3.66
758;745;2;4.81
759;746;4;5.9
760;746;8;4.66
761;747;14;5.87
762;747;4;4.26
763;748;3;3.59
764;748;8;3.43
765;749;13;4.93
766;751;15;3.76
767;752;3;4.93
768;753;11;3.62
769;753;13;5.03
770;755;2;5.29
771;757;12;4.59
772;758;15;5.55
773;759;13;3.42
774;759;11;3.77
775;762;14;5.78
776;763;11;4.67
777;764;2;4.24
778;766;7;3.83
779;767;4;5.45
780;771;8;3.02
781;773;9;5.92
782;773;6;3.49
783;774;9;4.63
784;775;2;3.35
785;775;1;4.96
786;776;9;3.48
787;776;10;4.29
788;777;15;4.47
789;777;12;4.67
790;778;1;4.89
791;780;6;3.9
792;780;10;4.87
793;781;10;4.07
794;781;3;5.46
795;782;1;4.63
796;782;7;5.6
797;783;8;4.43
798;783;15;3.66
799;785;2;4.48
800;786;9;4.83
801;786;5;4.15
802;789;13;5.12
803;789;4;3.72
804;790;1;4.19
805;790;6;4.62
806;791;8;3.16
807;791;1;4.51
808;793;7;4.31
809;793;2;3.1
810;795;3;3.28
811;795;14;4.54
812;796;3;5.5
813;797;12;4.82
814;798;14;4.09
815;798;5;5.04
816;800;10;5.85
817;802;8;4.12
818;802;2;4.95
819;803;4;4.1
820;804;15;3.15
821;806;2;5.47
822;806;15;4.83
823;808;11;4.36
824;808;1;4.22
825;809;4;5.19
826;811;13;3.28
827;812;9;4.25
828;814;11;3.38
829;815;9;5.47
830;815;1;4.79
831;817;8;3.53
832;817;2;4.84
833;818;6;3.83
834;820;8;3.46
835;820;1;4.16
836;821;9;3.77
837;821;8;5.44
838;822;3;4.01
839;822;15;3.88
840;823;5;3.43
841;824;6;4.56
842;824;3;4.25
843;826;9;3.64
844;826;15;3.32
845;827;14;4.13
846;827;11;4.93
847;828;8;3.41
848;828;6;3.65
849;829;4;5.64
850;829;11;4.26
851;830;9;4.44
852;830;7;4.75
853;831;7;4.52
854;831;10;5.26
855;832;11;4.06
856;832;14;3.53
857;833;7;4.61
858;834;5;5.89
859;834;15;3.86
860;835;3;4.84
861;836;9;3.44
862;837;7;4.95
863;838;12;3.11
864;839;6;4.03
865;839;2;3.56
866;841;1;4.04
867;842;7;3.39
868;843;13;4.34
869;844;8;5.92
870;845;3;5.79
871;846;15;4.26
872;846;13;4.9
873;847;12;3.39
874;849;7;5.39
875;849;1;3.26
876;850;5;3.57
877;850;2;3.04
878;851;11;4.59
879;851;13;5.83
880;852;11;5.18
881;852;12;5.75
882;855;7;5.64
883;855;13;4.2
884;856;8;5.06
885;859;9;4.16
886;859;14;3.78
887;860;11;3.55
888;861;13;5.24
889;861;15;3.18
890;863;1;4.9
891;863;11;4.76
892;864;9;3.81
893;864;6;5.42
894;867;15;4.3
895;867;14;5.55
896;869;13;4.71
897;872;12;4.63
898;873;14;4.93
899;874;12;3.22
900;874;4;4.01
901;875;8;5.31
902;875;11;4.1
903;877;12;4.08
904;877;11;4.5
905;878;1;4.11
906;879;5;4.29
907;879;4;4.58
908;880;9;5.18
909;881;2;3.41
910;883;9;5.9
911;883;8;3.92
912;885;3;4.08
913;885;11;5.29
914;886;14;5.32
915;888;3;5.65
916;888;4;5.64
917;889;2;3.62
918;889;12;5.01
919;890;12;3.61
920;891;4;4.32
921;891;15;4.52
922;892;14;5.65
923;893;14;4.99
924;893;8;5.55
925;894;3;4.81
926;894;1;5.55
927;895;9;3.38
928;895;5;5.66
929;896;14;4.18
930;896;1;4.65
931;897;4;3.64
932;900;4;4.62
933;902;9;3.23
934;902;1;5.67
935;904;1;5.46
936;904;10;3.41
937;905;12;3.23
938;905;10;5.87
939;906;6;4.92
940;909;14;4.93
941;909;3;4.18
942;910;10;3.66
943;910;14;3.9
944;911;11;5.44
945;912;10;3.84
946;913;1;3.21
947;913;13;3.2
948;914;12;3.33
949;914;9;4.98
950;915;14;4.22
951;916;10;5.57
952;916;4;3.55
953;917;8;4.86
954;918;5;5.41
955;918;14;4.06
956;919;7;4.77
957;922;7;3.98
958;924;13;3.43
959;924;4;5.89
960;927;1;3.63
961;928;6;4.64
962;928;5;5.85
963;930;10;3.01
964;932;15;3.34
965;935;15;4.25
966;935;4;5.23
967;936;9;4.75
968;937;15;3.32
969;939;6;5.13
970;940;11;5.62
971;941;14;3.28
972;941;13;5.98
973;942;8;5.51
974;947;4;3.53
975;947;1;4.49
976;948;3;3.16
977;950;1;4.9
978;950;12;4.62
979;954;7;4.09
980;954;1;3.86
981;955;12;4.97
982;955;11;5.34
983;956;12;4.94
984;957;12;4.66
985;957;6;3.69
986;958;2;5.94
987;959;5;5.46
988;961;14;5.3
989;962;10;4.19
990;963;11;4.7
991;963;4;3.71
992;967;13;4.71
993;967;15;4.71
994;968;5;5.8
995;968;14;4.55
996;970;9;5.89
997;971;1;3.22
998;971;7;5.68
999;972;2;3.99
1000;973;15;4.72
1001;976;9;5.64
1002;981;11;4.23
1003;982;14;4.6
1004;982;8;5.27
1005;985;7;3.16
1006;985;10;5.65
1007;986;9;5.8
1008;987;11;4.32
1009;987;1;5.1
1010;989;4;3.21
1011;989;5;5.36
1012;990;13;5.15
1013;991;2;5.44
1014;992;5;4.3
1015;992;7;5.48
1016;993;4;4.49
1017;993;8;5.52
1018;994;4;4.29
1019;994;9;5.48
1020;996;14;3.08
1021;996;13;4.49
1022;997;5;3.92
1023;999;4;3.41
1024;1000;7;3.78
1025;1001;10;3.32
1026;1003;2;4.83
1027;1003;9;5.34
1028;1004;3;3.55
1029;1005;1;4.04
1030;1005;13;5.26
1031;1006;15;5.63
1032;1009;12;3.87
1033;1011;12;3.8
1034;1011;7;4.92
1035;1012;6;5.12
1036;1012;2;4.7
1037;1013;2;3.28
1038;1015;1;3.8
1039;1015;11;3.15
1040;1016;2;4.02
1041;1020;8;4.26
1042;1021;7;3.05
1043;1022;11;3.81
1044;1023;12;5.34
1045;1023;1;5.83
1046;1025;15;5.75
1047;1025;13;5.69
1048;1026;8;4.78
1049;1029;12;3.29
1050;1029;5;3.15
1051;1030;4;5.87
1052;1032;8;3.25
1053;1032;12;3.29
1054;1034;8;4.58
1055;1036;14;3.46
1056;1037;8;3.97
1057;1038;10;4.17
1058;1038;8;4.99
1059;1039;15;3.62
1060;1039;3;5.13
1061;1044;11;3.97
1062;1044;7;4.39
1063;1045;8;5.74
1064;1045;7;4.45
1065;1046;5;4.71
1066;1046;3;4.73
1067;1049;2;5.41
1068;1049;7;3.54
1069;1050;12;5.86
1070;1051;1;3.6
1071;1052;3;5.39
1072;1055;12;3.3
1073;1056;5;5.63
1074;1057;12;3.06
1075;1058;8;4.01
1076;1058;1;5.7
1077;1059;7;3.84
1078;1059;5;3.28
1079;1060;8;4.62
1080;1063;11;5.86
1081;1063;8;3.24
1082;1065;11;3.37
1083;1065;3;3.45
1084;1066;12;5.45
1085;1066;4;5.95
1086;1067;10;5.66
1087;1068;6;3.13
1088;1068;1;3.88
1089;1069;1;4.94
1090;1070;8;4.51
1091;1070;15;3.04
1092;1074;5;3.86
1093;1075;9;3.36
1094;1075;6;3.91
1095;1076;9;4.77
1096;1077;15;5.59
1097;1079;9;3.61
1098;1080;1;3.12
1099;1081;1;3.82
1100;1082;1;3.78
1101;1085;7;4.71
1102;1085;15;5.43
1103;1088;2;5.52
1104;1089;6;4.56
1105;1090;6;4.61
1106;1091;12;3.23
1107;1091;10;3.82
1108;1092;10;5.06
1109;1093;8;3.81
1110;1093;3;5.23
1111;1095;11;3.6
1112;1096;9;5.48
1113;1096;12;3.01
1114;1097;10;5.93
1115;1098;7;4.59
1116;1098;15;4.57
1117;1099;14;3.58
1118;1102;14;5.93
1119;1103;7;4.84
1120;1103;15;3.27
1121;1104;4;5.22
1122;1105;5;5.54
1123;1106;2;3.58
1124;1106;7;5.21
1125;1107;13;4.89
1126;1107;3;3.06
1127;1108;14;3.77
1128;1109;8;5.1
1129;1110;15;3.89
1130;1112;8;3.42
1131;1112;15;3.18
1132;1113;15;3.1
1133;1114;15;5.13
1134;1114;2;3.76
1135;1115;5;3.9
1136;1115;6;3.82
1137;1117;11;3.81
1138;1118;6;4.35
1139;1118;3;4.19
1140;1121;1;4.69
1141;1123;5;3.62
1142;1125;14;5.04
1143;1125;8;3.03
1144;1126;13;4.45
1145;1127;3;5.96
1146;1127;11;5.47
1147;1129;1;4.13
1148;1130;8;3.19
1149;1131;12;5.61
1150;1131;8;3.95
1151;1133;5;4.32
1152;1135;2;4.38
1153;1137;13;5.72
1154;1137;6;3.91
1155;1138;9;5.59
1156;1138;5;5.35
1157;1139;15;4.45
1158;1142;15;3.49
1159;1142;1;4.45
1160;1143;9;5.75
1161;1143;10;5.25
1162;1145;5;3.14
1163;1146;6;5.3
1164;1146;3;5.08
1165;1149;5;5.32
1166;1150;2;4.04
1167;1150;13;4.45
1168;1151;7;4.84
1169;1151;1;3.88
1170;1152;2;4.71
1171;1153;8;5.0
1172;1154;6;5.7
1173;1155;2;3.65
1174;1156;7;5.15
1175;1156;11;3.62
1176;1157;15;4.86
1177;1157;11;4.99
1178;1161;5;4.39
1179;1162;11;5.25
1180;1164;4;3.92
1181;1165;1;3.01
1182;1165;2;4.38
1183;1166;2;4.2
1184;1166;4;4.07
1185;1167;11;4.8
1186;1167;4;5.52
1187;1168;6;4.92
1188;1168;10;5.24
1189;1169;10;3.01
1190;1169;14;4.0
1191;1170;6;4.4
1192;1170;5;3.17
1193;1173;4;5.15
1194;1174;11;4.93
1195;1175;8;4.0
1196;1175;13;3.75
1197;1176;1;4.24
1198;1179;4;3.97
1199;1180;12;3.4
1200;1181;12;3.69
1201;1181;6;3.6
1202;1182;13;4.21
1203;1182;11;4.46
1204;1183;1;5.78
1205;1185;2;3.32
1206;1186;10;3.85
1207;1186;11;3.4
1208;1189;2;3.98
1209;1190;8;5.68
1210;1190;3;5.83
1211;1191;14;4.61
1212;1193;1;3.86
1213;1193;3;4.42
1214;1194;2;3.36
1215;1195;9;3.08
1216;1195;13;4.29
1217;1196;5;4.66
1218;1196;4;5.85
1219;1198;2;3.89
1220;1198;6;3.9
1221;1199;5;4.7
1222;1199;15;3.1
1223;1200;1;4.0
1224;1204;11;5.44
1225;1204;5;3.2
1226;1207;9;4.95
1227;1208;12;4.61
1228;1208;13;3.05
1229;1209;11;4.36
1230;1210;6;4.66
1231;1210;5;5.13
1232;1211;3;5.55
1233;1211;11;5.58
1234;1213;2;5.63
1235;1214;7;3.05
1236;1214;10;3.91
1237;1216;12;3.81
1238;1217;8;3.75
1239;1218;10;3.7
1240;1218;1;5.57
1241;1219;4;5.44
1242;1222;12;5.45
1243;1222;15;3.5
1244;1224;6;4.96
1245;1224;8;4.46
1246;1225;10;4.24
1247;1225;1;5.47
1248;1226;11;5.17
1249;1226;10;5.87
1250;1230;15;3.16
1251;1230;1;4.4
1252;1231;1;4.5
1253;1233;4;4.63
1254;1233;7;3.15
1255;1234;6;3.45
1256;1236;5;4.83
1257;1236;14;5.31
1258;1237;13;5.08
1259;1237;15;4.13
1260;1238;7;4.51
1261;1239;8;4.75
1262;1239;11;5.81
1263;1241;4;4.12
1264;1244;7;3.21
1265;1245;15;3.82
1266;1246;14;5.02
1267;1246;2;4.42
1268;1247;4;3.51
1269;1248;14;5.24
1270;1248;6;4.16
1271;1250;5;4.07
1272;1250;14;5.6
1273;1251;10;4.41
1274;1251;11;3.88
1275;1253;11;4.98
1276;1254;6;5.21
1277;1255;14;3.33
1278;1255;12;4.24
1279;1256;13;3.56
1280;1256;10;3.54
1281;1257;9;3.74
1282;1258;9;3.49
1283;1258;8;5.03
1284;1259;14;5.29
1285;1260;9;5.59
1286;1260;3;5.98
1287;1261;7;4.18
1288;1261;13;4.75
1289;1262;5;5.09
1290;1262;8;3.53
1291;1263;3;5.55
1292;1264;12;4.76
1293;1265;3;3.66
1294;1265;12;3.38
1295;1270;1;4.92
1296;1270;8;3.23
1297;1272;11;3.4
1298;1272;14;3.81
1299;1273;15;3.75
1300;1273;14;3.23
1301;1275;2;4.66
1302;1276;10;5.02
1303;1279;15;5.89
1304;1280;12;5.3
1305;1280;10;6.0
1306;1281;3;3.29
1307;1282;8;5.02
1308;1282;10;5.38
1309;1283;15;5.04
1310;1283;13;3.65
1311;1285;2;5.51
1312;1286;4;5.71
1313;1287;7;3.99
1314;1290;11;5.37
1315;1290;12;5.14
1316;1291;12;5.89
1317;1291;7;3.78
1318;1292;5;4.96
1319;1293;12;3.03
1320;1293;10;5.09
1321;1294;7;5.81
1322;1294;15;3.25
1323;1299;14;5.41
1324;1299;8;5.66
1325;1300;13;3.43
1326;1301;14;5.09
1327;1302;11;4.5
1328;1302;15;3.65
1329;1304;11;4.07
1330;1307;5;4.28
1331;1307;6;3.07
1332;1308;13;5.44
