id;garden_id;wine_id;price
194;358;351;15.84
195;360;152;9.07
196;361;142;11.41
197;362;713;10.01
198;368;469;4.73
199;372;684;5.11
200;374;424;3.39
201;375;623;3.99
202;377;415;11.61
203;379;9;21.28
204;381;563;8.7
205;383;667;15.34
206;384;648;22.59
207;386;79;12.16
208;387;57;15.81
209;388;361;6.3
210;389;97;19.83
211;390;595;4.68
212;392;65;18.46
213;395;112;10.57
214;398;291;16.73
215;399;618;17.0
216;402;209;6.32
217;408;202;15.29
218;409;552;13.67
219;410;586;15.7
220;416;424;20.93
221;417;72;12.97
222;419;577;12.71
223;422;448;7.93
224;427;152;14.34
225;428;590;6.43
226;429;528;22.02
227;430;7;15.3
228;431;767;22.44
229;432;715;5.63
230;433;567;8.27
231;437;307;18.01
232;438;84;3.41
233;440;226;22.8
234;444;35;16.51
235;447;752;11.01
236;448;686;7.39
237;451;363;3.81
238;452;480;18.81
239;453;565;16.19
240;454;365;12.55
241;455;207;15.01
242;457;340;14.18
243;459;210;19.93
244;462;240;21.7
245;463;690;17.26
246;464;538;12.72
247;465;94;19.97
248;466;550;17.17
249;469;136;5.65
250;470;142;7.31
251;472;536;16.76
252;473;596;3.11
253;475;580;13.69
254;476;670;18.78
255;477;65;8.59
256;478;296;8.75
257;479;476;8.4
258;481;565;6.31
259;482;591;13.31
260;483;533;10.26
261;485;658;10.68
262;486;559;21.45
263;493;521;4.36
264;496;650;11.49
265;498;737;7.87
266;503;573;11.05
267;504;85;6.12
268;505;416;8.21
269;506;233;12.72
270;507;149;3.06
271;509;445;12.7
272;511;720;20.27
273;512;680;6.93
274;515;91;18.18
275;516;195;15.89
276;517;47;19.24
277;520;438;10.69
278;521;351;4.31
279;522;638;7.71
280;523;678;8.2
281;525;555;9.4
282;526;199;5.16
283;527;512;18.41
284;528;147;9.93
285;529;505;15.54
286;535;43;11.69
287;536;359;9.41
288;540;718;7.62
289;543;679;17.98
290;544;223;10.24
291;545;199;10.51
292;549;43;21.67
293;550;247;18.43
294;552;127;9.22
295;553;393;19.79
296;555;518;10.8
297;556;636;4.3
298;558;57;6.02
299;559;555;5.5
300;560;366;8.4
301;561;157;19.27
302;563;679;9.01
303;564;201;16.5
304;565;650;9.63
305;566;398;14.84
306;567;540;5.19
307;569;435;21.83
308;570;437;20.83
309;572;477;22.97
310;574;62;12.6
311;576;332;14.68
312;577;224;6.7
313;581;61;19.14
314;582;744;16.61
315;584;539;3.12
316;585;399;19.89
317;587;351;12.25
318;588;582;19.83
319;589;109;19.37
320;590;781;8.46
321;591;517;20.3
322;594;690;17.45
323;595;76;20.26
324;598;655;3.33
325;600;696;5.11
326;602;468;15.54
327;603;47;18.9
328;605;179;6.55
329;606;734;8.23
330;608;683;8.88
331;609;213;19.5
332;610;607;16.2
333;611;359;16.64
334;612;590;21.39
335;614;176;3.19
336;617;354;21.84
337;618;87;10.17
338;620;776;7.15
339;621;582;18.39
340;623;337;9.38
341;624;238;18.72
342;630;219;20.67
343;633;602;10.6
344;634;396;9.18
345;635;325;17.23
346;636;264;12.11
347;639;58;6.59
348;640;621;5.11
349;643;674;10.85
350;645;544;21.77
351;647;349;22.52
352;648;79;9.25
353;651;21;15.9
354;657;23;3.95
355;658;551;17.0
356;659;533;12.45
357;660;128;14.65
358;662;200;13.18
359;669;349;20.86
360;671;283;19.4
361;672;454;22.27
362;673;227;13.94
363;675;436;18.92
364;677;750;6.12
365;679;182;4.55
366;685;147;5.05
367;686;18;7.66
368;688;610;22.54
369;689;584;15.24
370;690;481;22.68
371;691;163;8.3
372;692;337;4.52
373;693;488;3.8
374;694;318;3.12
375;696;532;11.76
376;699;34;21.83
377;700;774;17.51
378;701;784;7.52
379;704;387;5.08
380;705;326;6.05
381;709;525;12.72
382;710;453;16.77
383;713;188;5.29
384;714;132;8.89
385;716;465;19.45
386;722;220;9.05
387;724;725;13.95
388;725;49;9.81
389;727;275;22.65
390;728;385;13.15
391;729;252;5.05
392;731;464;19.99
393;733;37;11.71
394;735;125;12.49
395;736;307;3.94
396;737;363;7.32
397;741;74;11.5
398;744;697;7.3
399;747;462;9.85
400;751;382;9.11
401;753;38;7.43
402;755;33;21.13
403;762;237;11.6
404;763;408;9.29
405;769;441;22.88
406;773;467;8.18
407;776;63;16.13
408;777;361;8.71
409;780;289;9.22
410;781;470;5.13
411;782;226;7.44
412;783;652;14.49
413;787;321;13.12
414;789;686;20.03
415;791;331;12.27
416;792;211;11.13
417;794;231;20.7
418;795;12;15.98
419;797;192;10.47
420;798;392;20.89
421;799;649;5.72
422;804;56;9.97
423;805;340;12.53
424;806;767;6.15
425;808;649;12.44
426;810;199;12.03
427;811;666;10.83
428;813;628;20.88
429;814;756;5.7
430;815;96;22.84
431;818;118;17.59
432;820;697;12.05
433;822;186;10.35
434;823;643;15.73
435;824;560;22.46
436;826;169;10.63
437;828;482;14.79
438;830;765;7.99
439;835;442;6.51
440;836;241;15.58
441;837;669;15.85
442;838;664;11.4
443;839;5;11.17
444;841;568;10.33
445;846;478;6.88
446;847;456;11.58
447;848;541;15.92
448;850;103;14.35
449;851;66;20.46
450;852;739;13.48
451;853;374;8.1
452;854;601;6.3
453;857;47;7.62
454;861;385;11.72
455;862;243;13.65
456;865;533;19.17
457;869;372;16.51
458;871;632;17.61
459;874;337;17.24
460;876;545;4.9
461;877;602;15.55
462;878;367;3.62
463;879;563;22.01
464;882;474;14.65
465;884;567;16.53
466;887;725;12.27
467;888;390;12.55
468;892;187;7.72
469;899;75;13.85
470;901;498;13.17
471;902;272;20.22
472;905;51;19.39
473;906;562;4.1
474;907;399;15.19
475;908;612;14.84
476;910;20;15.13
477;916;418;12.41
478;917;352;13.15
479;919;411;20.19
480;920;228;5.42
481;921;420;13.59
482;922;308;17.8
483;923;565;13.21
484;924;129;22.26
485;925;601;4.52
486;926;361;16.77
487;928;346;16.18
488;929;490;19.23
489;931;532;4.08
490;933;166;4.46
491;934;685;22.19
492;935;688;10.6
493;936;540;20.39
494;937;42;5.37
495;938;566;6.15
496;941;764;14.37
497;942;733;5.23
498;944;236;18.57
499;947;567;6.57
500;949;35;18.9
501;950;376;9.09
502;952;756;21.42
503;955;274;13.49
504;956;89;15.47
505;959;305;4.05
506;960;212;14.66
507;961;92;17.36
508;962;9;7.05
509;965;294;5.3
510;966;782;21.74
511;968;212;7.3
512;972;578;8.03
513;974;544;9.25
514;977;82;10.92
515;978;571;3.11
516;979;414;5.49
517;980;157;9.51
518;983;680;15.39
519;986;72;15.48
520;989;284;22.72
521;990;563;21.78
522;992;303;15.85
523;995;327;10.26
524;996;310;3.15
525;997;34;16.31
526;998;30;21.87
527;1000;710;8.75
528;1001;379;18.7
529;1002;29;21.27
530;1004;685;16.1
531;1005;335;21.64
532;1006;28;3.64
533;1008;682;10.8
534;1010;542;18.23
535;1015;443;6.79
536;1016;11;16.27
537;1018;663;9.23
538;1019;298;9.4
539;1020;584;15.65
540;1021;121;16.93
541;1022;506;8.17
542;1023;421;14.3
543;1024;393;10.1
544;1026;203;19.88
545;1027;197;19.14
546;1028;528;4.13
547;1029;355;22.64
548;1030;354;20.92
549;1031;277;21.21
550;1033;337;4.55
551;1035;771;13.34
552;1039;784;7.41
553;1041;228;12.47
554;1043;577;4.75
555;1046;397;4.23
556;1050;365;5.07
557;1051;247;19.66
558;1054;659;14.32
559;1058;673;20.78
560;1061;200;10.1
561;1062;349;20.87
562;1065;573;19.25
563;1067;324;14.02
564;1070;752;11.87
565;1071;395;14.56
566;1073;286;21.1
567;1074;647;4.12
568;1076;34;18.04
569;1077;44;19.98
570;1078;447;6.37
571;1081;687;4.22
572;1085;351;10.09
573;1089;295;18.11
574;1091;740;21.04
575;1092;579;16.63
576;1093;316;4.95
577;1096;40;12.91
578;1099;243;17.56
579;1101;128;13.56
580;1102;750;14.89
581;1103;313;14.57
582;1106;94;20.86
583;1107;389;19.35
584;1108;617;4.69
585;1110;36;3.92
586;1112;766;13.42
587;1114;772;3.18
588;1115;308;17.8
589;1119;396;3.85
590;1121;407;4.51
591;1126;607;5.31
592;1127;210;5.22
593;1129;700;19.25
594;1133;685;6.81
595;1134;553;9.13
596;1135;156;14.72
597;1136;391;8.47
598;1138;358;5.04
599;1140;294;8.99
600;1143;282;5.22
601;1145;474;17.29
602;1146;605;4.61
603;1148;159;8.47
604;1149;718;13.0
605;1151;230;14.45
606;1152;2;9.63
607;1153;475;22.8
608;1154;319;11.96
609;1155;611;20.28
610;1156;136;3.27
611;1157;32;19.05
612;1158;497;6.6
613;1163;528;13.92
614;1164;548;10.41
615;1165;592;21.93
616;1166;438;20.77
617;1167;530;6.8
618;1169;296;22.02
619;1171;418;8.46
620;1173;28;13.0
621;1174;682;20.83
622;1177;209;19.24
623;1178;178;20.42
624;1180;198;18.82
625;1181;12;22.84
626;1183;705;15.68
627;1189;65;10.02
628;1190;37;9.87
629;1191;460;15.81
630;1192;293;19.45
631;1196;501;11.39
632;1198;346;12.49
633;1201;90;20.0
634;1203;462;20.79
635;1205;200;14.96
636;1206;526;6.75
637;1207;514;12.77
638;1209;81;4.63
639;1211;494;3.17
640;1213;661;9.07
641;1214;253;16.65
642;1215;170;16.1
643;1216;676;11.75
644;1217;269;11.71
645;1218;747;11.4
646;1225;372;16.47
647;1228;652;18.65
648;1231;469;4.36
649;1232;239;5.43
650;1233;460;21.59
651;1234;92;5.07
652;1237;231;15.01
653;1239;284;21.5
654;1240;557;7.14
655;1241;659;10.41
656;1242;588;22.43
657;1243;68;14.79
658;1244;318;15.52
659;1245;236;22.96
660;1246;717;12.31
661;1250;606;17.43
662;1251;10;13.78
663;1252;660;7.88
664;1257;152;3.02
665;1258;380;6.39
666;1260;147;6.16
667;1261;10;17.0
668;1263;21;7.3
669;1265;377;13.36
670;1266;14;16.28
671;1268;645;4.84
672;1269;371;14.84
673;1272;782;12.7
674;1273;356;12.5
675;1274;234;14.0
676;1275;50;10.08
677;1276;309;13.34
678;1277;351;17.29
679;1280;738;21.48
680;1285;740;16.31
681;1287;452;19.01
682;1288;309;10.25
683;1290;740;6.41
684;1291;573;5.67
685;1292;765;20.8
686;1294;531;19.06
687;1297;109;15.82
688;1300;189;12.78
689;1302;103;16.18
690;1304;348;8.41
691;1305;30;13.33
692;1310;72;11.36
693;1311;550;15.31
694;1315;96;14.59
695;1316;49;5.85
696;1317;457;5.46
697;1322;356;5.08
698;1325;378;4.72
699;1328;58;10.42
700;1329;453;7.8
701;1330;150;9.26
702;1331;66;3.12
703;1333;676;5.06
704;1335;649;15.97
705;1338;16;4.26
706;1339;643;7.78
707;1344;684;14.34
708;1350;594;6.96
709;1354;456;11.05
710;1355;505;6.14
711;1357;578;4.29
712;1361;613;15.52
713;1363;226;5.66
714;1364;494;11.23
715;1365;489;12.48
716;1366;386;22.33
717;1368;404;16.93
718;1370;1;13.21
719;1373;179;14.92
720;1375;342;19.46
721;1376;774;8.96
722;1377;752;9.77
723;1381;784;13.52
724;1383;594;19.91
725;1384;29;11.09
726;1386;215;12.74
727;1388;784;5.24
728;1389;546;21.72
729;1390;113;8.0
730;1393;762;8.62
731;1394;350;5.4
732;1395;498;21.41
733;1400;209;20.7
734;1401;378;20.45
735;1402;166;10.22
736;1403;537;17.87
737;1404;324;14.32
738;1406;514;17.56
739;1408;637;16.38
740;1409;329;3.89
741;1412;442;10.24
742;1413;86;8.12
743;1414;626;13.64
744;1417;736;17.18
745;1418;171;13.52
746;1420;783;5.1
747;1421;693;4.99
748;1422;305;13.33
749;1427;78;20.61
750;1428;80;10.88
751;1430;93;20.38
752;1431;779;22.85
753;1435;513;11.72
754;1441;83;8.97
755;1442;639;21.52
756;1443;756;4.99
757;1446;601;7.44
758;1447;410;8.65
759;1448;585;3.64
760;1449;533;21.74
761;1450;676;17.52
762;1451;218;9.05
763;1453;340;3.55
764;1455;624;5.01
765;1456;9;10.27
766;1457;64;18.99
767;1459;105;9.75
768;1460;768;8.73
769;1463;354;22.67
770;1465;727;21.96
771;1466;179;6.45
772;1467;772;5.25
773;1472;539;10.89
774;1473;765;17.72
775;1475;424;5.4
776;1476;231;4.78
777;1478;649;7.33
778;1479;652;12.96
779;1482;305;19.86
780;1483;514;13.59
781;1484;652;16.76
782;1492;639;4.44
783;1493;391;3.87
784;1496;714;15.02
785;1497;144;12.18
786;1498;406;13.7
787;1501;299;17.0
788;1504;681;10.08
789;1507;280;11.6
790;1510;483;13.13
791;1511;234;14.79
792;1517;356;5.31
793;1519;157;7.9
794;1521;667;21.02
795;1523;668;9.77
796;1526;388;13.57
797;1527;358;3.31
798;1528;540;22.3
799;1529;4;18.48
800;1530;669;13.1
801;1532;146;13.16
802;1533;4;15.78
803;1534;348;8.05
804;1536;57;9.36
805;1537;392;4.54
806;1538;362;16.82
807;1539;122;8.7
808;1542;162;4.68
809;1546;319;22.08
810;1547;769;19.16
811;1548;469;13.39
812;1549;582;10.8
813;1550;269;14.2
814;1551;655;5.35
815;1552;322;22.28
816;1553;424;13.29
817;1555;178;11.4
818;1557;614;6.01
819;1558;140;17.56
820;1559;114;9.8
821;1562;482;4.46
822;1566;127;11.63
823;1569;782;17.04
824;1571;99;7.16
825;1572;85;22.09
826;1573;256;14.99
827;1574;570;13.43
828;1577;264;10.4
829;1580;79;6.68
830;1582;547;6.45
831;1584;372;22.62
832;1589;360;20.08
833;1590;106;19.21
834;1591;416;3.23
835;1594;701;22.58
836;1596;98;16.03
837;1597;542;10.51
838;1598;27;11.57
839;1600;483;18.21
840;1601;247;13.38
841;1603;627;19.32
842;1605;117;4.42
843;1609;43;22.99
844;1610;698;14.32
845;1612;143;16.44
846;1614;237;20.04
847;1623;757;8.33
848;1624;485;10.95
849;1629;681;18.11
850;1630;402;16.85
851;1631;387;13.48
852;1632;588;7.11
853;1633;135;19.56
854;1639;376;6.05
855;1641;323;7.14
856;1642;340;9.21
857;1644;399;12.21
858;1646;542;13.83
859;1647;319;10.62
860;1648;611;19.12
861;1649;250;5.23
862;1651;646;4.66
863;1653;501;12.1
864;1654;463;8.7
865;1657;728;22.47
866;1659;276;21.95
867;1661;528;4.63
868;1663;754;7.88
869;1664;41;20.32
870;1665;176;13.87
871;1666;243;15.74
872;1668;244;14.84
873;1670;774;19.83
874;1673;37;22.6
875;1674;704;17.23
876;1676;696;21.63
877;1677;638;14.46
878;1678;670;16.22
879;1679;574;10.32
880;1681;387;16.31
881;1683;453;3.39
882;1684;96;14.55
883;1685;571;17.56
884;1687;99;6.68
885;1690;595;6.4
886;1692;46;18.63
887;1698;570;7.88
888;1699;646;14.94
889;1700;47;4.75
890;1703;4;21.08
891;1704;571;12.82
892;1707;472;17.12
893;1711;602;4.16
894;1712;197;20.33
895;1713;621;14.97
896;1716;172;12.56
897;1717;100;7.74
898;1718;70;13.06
899;1721;167;19.79
900;1722;501;22.81
901;1724;463;3.32
902;1725;229;4.46
903;1726;642;12.97
904;1727;110;10.46
905;1729;542;5.61
906;1735;459;16.24
907;1736;179;11.87
908;1737;494;19.06
909;1738;221;8.56
910;1739;479;9.59
911;1740;278;13.8
912;1741;715;7.62
913;1743;627;6.12
914;1747;32;20.11
915;1748;1;9.14
916;1749;514;11.63
917;1750;334;22.38
918;1751;271;19.53
919;1754;697;6.38
920;1755;746;15.15
921;1760;525;8.84
922;1761;124;12.9
923;1762;217;12.44
924;1763;680;10.93
925;1765;126;6.2
926;1766;587;15.31
927;1770;362;3.08
928;1772;132;14.1
929;1773;57;7.04
930;1776;43;8.14
931;1780;271;17.09
932;1781;362;6.44
933;1783;11;19.57
934;1785;580;5.65
935;1787;468;19.09
936;1793;460;13.68
937;1794;758;6.58
938;1795;234;5.03
939;1796;335;6.73
940;1797;583;4.43
941;1800;390;3.38
942;1802;177;19.88
943;1803;582;6.85
944;1804;75;15.21
945;1806;403;21.53
946;1807;415;17.42
947;1808;286;3.25
948;1809;203;9.35
949;1811;468;13.73
950;1812;591;10.39
951;1814;505;17.03
952;1815;511;3.12
953;1816;785;9.43
954;1817;144;17.92
955;1818;753;6.96
956;1822;715;16.97
957;1823;669;21.3
958;1826;54;5.53
959;1833;502;16.89
960;1836;615;12.84
961;1838;348;13.72
962;1839;190;12.21
963;1840;119;20.87
964;1842;713;8.53
965;1843;684;11.39
966;1845;740;13.84
967;1846;765;14.97
968;1848;46;5.27
969;1850;47;22.53
970;1853;604;10.95
971;1854;768;17.07
972;1855;56;7.15
973;1858;319;17.94
974;1860;104;22.47
975;1861;436;13.96
976;1863;424;15.44
977;1868;82;22.49
978;1873;611;9.23
979;1875;487;7.09
980;1876;516;14.36
981;1878;405;21.51
982;1880;56;6.58
983;1881;700;21.56
984;1883;179;7.07
985;1886;753;17.75
986;1888;3;17.71
987;1891;594;19.15
988;1892;343;6.39
989;1894;537;4.48
990;1895;280;5.24
991;1898;491;4.8
992;1900;399;9.53
993;1903;424;15.15
994;1907;638;11.71
995;1908;101;8.55
996;1909;166;7.43
997;1910;554;15.72
998;1915;306;23.0
999;1917;497;5.53
1000;1919;549;21.8
1001;1920;722;3.28
1002;1921;743;18.65
1003;1924;120;8.93
1004;1925;759;21.52
1005;1927;280;18.96
1006;1929;689;14.92
1007;1932;457;11.11
1008;1933;349;22.29
1009;1934;162;20.13
1010;1938;435;3.76
1011;1939;676;4.23
1012;1943;145;5.66
1013;1945;27;7.72
1014;1949;386;18.67
1015;1951;441;11.08
1016;1952;405;22.61
1017;1953;271;8.67
1018;1954;671;12.41
1019;1956;688;8.96
1020;1957;624;16.38
1021;1960;723;17.57
1022;1963;526;10.12
1023;1964;451;21.8
1024;1965;728;17.22
1025;1966;347;3.41
1026;1968;200;14.08
1027;1971;634;11.26
1028;1973;402;7.3
1029;1974;18;15.81
1030;1975;263;12.98
1031;1976;379;13.82
1032;1980;318;7.48
1033;1982;286;19.97
1034;1983;419;12.85
1035;1985;743;6.55
1036;1986;707;4.19
1037;1987;414;16.73
1038;1990;244;6.97
1039;1991;167;3.79
1040;1992;600;15.35
1041;1996;380;12.59
1042;1997;570;19.26
1043;1998;784;7.6
1044;1999;545;8.09
1045;2000;506;22.73
1046;2004;780;3.39
1047;2005;497;10.2
1048;2008;410;19.48
1049;2009;401;5.04
1050;2011;166;20.33
1051;2012;527;13.16
1052;2013;210;10.05
1053;2015;634;20.59
1054;2018;141;15.37
1055;2021;226;8.32
1056;2022;157;11.92
1057;2023;322;11.14
1058;2025;131;11.72
1059;2027;739;18.81
1060;2031;606;9.87
1061;2032;60;18.63
1062;2033;75;20.99
1063;2036;783;22.08
1064;2037;685;6.31
1065;2038;712;4.46
1066;2039;756;10.49
1067;2040;673;21.11
1068;2043;406;6.63
1069;2044;177;14.09
1070;2048;726;12.84
1071;2050;247;21.46
1072;2051;156;16.26
1073;2052;206;21.15
1074;2053;6;22.0
1075;2055;411;13.17
1076;2056;450;10.48
1077;2057;13;22.54
1078;2060;93;20.31
1079;2061;471;15.23
1080;2064;137;7.54
1081;2066;117;18.31
1082;2068;292;4.33
1083;2069;235;17.06
1084;2072;645;3.76
1085;2076;670;7.11
1086;2081;180;8.98
1087;2087;76;14.86
1088;2090;258;10.69
1089;2096;357;17.97
1090;2097;699;10.62
1091;2103;188;10.37
1092;2104;722;6.49
1093;2107;668;19.42
1094;2108;260;15.89
1095;2110;653;12.06
1096;2111;100;9.94
1097;2112;516;18.34
1098;2113;139;16.67
1099;2115;162;5.51
1100;2121;218;13.67
1101;2122;359;11.18
1102;2123;125;13.66
1103;2125;261;6.76
1104;2126;630;19.07
1105;2127;623;8.36
1106;2128;264;15.45
1107;2131;673;20.97
1108;2134;238;12.05
1109;2135;674;3.82
1110;2138;743;11.6
1111;2139;199;8.01
1112;2141;440;4.03
1113;2142;598;19.89
1114;2143;588;17.65
1115;2145;25;21.68
1116;2147;583;16.6
1117;2152;3;19.12
1118;2154;772;18.1
1119;2155;48;6.39
1120;2156;506;17.62
1121;2157;422;21.49
1122;2159;51;19.82
1123;2160;569;18.37
1124;2161;18;15.75
1125;2162;411;12.89
1126;2164;416;5.92
1127;2165;36;3.9
1128;2166;21;5.08
1129;2167;685;22.25
1130;2168;637;6.91
1131;2170;126;6.56
1132;2174;158;8.16
1133;2177;149;3.94
1134;2179;29;11.59
1135;2180;689;19.57
1136;2181;480;22.8
1137;2183;339;13.23
1138;2185;40;21.15
1139;2188;243;6.47
1140;2190;377;11.44
1141;2191;713;9.07
1142;2192;563;7.38
1143;2194;55;14.6
1144;2196;189;13.35
1145;2199;232;6.34
1146;2200;298;13.32
1147;2204;236;21.11
1148;2205;306;19.84
1149;2206;74;22.63
1150;2207;364;17.35
1151;2208;14;4.48
1152;2209;695;17.43
1153;2214;405;20.57
1154;2216;682;8.06
1155;2219;653;13.8
1156;2222;446;4.71
1157;2229;412;3.32
1158;2230;608;22.74
1159;2231;121;18.08
1160;2233;530;17.32
1161;2237;740;15.39
1162;2240;290;13.64
1163;2241;206;10.29
1164;2243;726;5.14
1165;2245;395;10.7
1166;2251;46;14.43
1167;2253;706;22.03
1168;2254;741;12.36
1169;2255;412;22.69
1170;2258;698;10.47
1171;2260;407;8.88
1172;2261;371;19.99
1173;2262;100;18.32
1174;2263;168;15.79
1175;2264;144;15.71
1176;2265;368;5.58
1177;2268;329;4.63
1178;2269;627;16.41
1179;2271;455;20.72
1180;2272;700;17.29
1181;2273;740;5.27
1182;2275;588;7.17
1183;2276;458;6.46
1184;2278;400;14.31
1185;2279;169;9.59
1186;2281;666;12.67
1187;2283;241;12.75
1188;2286;434;21.17
1189;2288;245;4.65
1190;2289;423;14.49
1191;2293;50;22.75
1192;2295;27;18.69
1193;2296;480;3.17
1194;2297;397;14.25
1195;2302;232;9.56
1196;2303;277;14.45
1197;2306;74;8.79
1198;2310;324;3.15
1199;2311;131;4.77
1200;2313;483;5.61
1201;2320;725;4.68
1202;2325;104;20.48
1203;2326;170;16.86
1204;2327;247;9.89
1205;2328;641;10.01
1206;2331;536;4.52
1207;2332;351;16.67
1208;2333;655;8.4
1209;2334;536;7.06
1210;2336;26;5.77
1211;2340;338;3.49
1212;2341;422;6.43
1213;2342;648;8.14
1214;2345;337;20.63
1215;2347;499;11.87
1216;2349;440;5.53
1217;2353;187;17.93
1218;2354;81;11.37
1219;2355;556;18.01
1220;2357;10;5.62
1221;2358;354;10.32
1222;2360;573;22.81
1223;2361;120;20.2
1224;2362;253;22.63
1225;2363;607;8.33
1226;2364;292;17.58
1227;2367;672;6.01
1228;2369;454;20.29
1229;2370;203;13.85
1230;2371;579;20.71
1231;2374;74;16.37
1232;2375;278;10.66
1233;2376;680;12.29
1234;2377;406;21.05
1235;2378;668;16.04
1236;2380;554;15.34
1237;2382;472;22.76
1238;2383;304;4.5
1239;2384;510;19.87
1240;2385;694;15.1
1241;2386;458;9.89
1242;2389;109;17.15
1243;2391;724;14.83
1244;2392;688;9.4
1245;2395;206;4.33
1246;2398;181;10.1
1247;2399;500;6.74
1248;2402;699;21.88
1249;2406;170;19.79
1250;2408;721;7.63
1251;2416;784;22.11
1252;2421;155;6.96
1253;2424;245;19.36
1254;2425;778;3.99
1255;2426;674;9.19
1256;2427;11;18.18
1257;2429;392;9.67
1258;2430;190;6.23
1259;2432;375;21.41
1260;2436;197;17.84
1261;2438;485;10.78
1262;2439;184;19.0
1263;2441;141;22.08
1264;2442;742;21.1
1265;2443;512;13.26
1266;2444;219;8.33
1267;2446;649;4.45
1268;2447;160;22.34
1269;2448;618;15.61
1270;2450;658;9.89
1271;2452;666;19.42
1272;2454;271;20.33
1273;2455;651;21.45
1274;2457;348;8.03
1275;2458;196;8.99
1276;2461;658;3.12
1277;2463;117;3.73
1278;2466;494;15.54
1279;2467;550;19.38
1280;2468;554;14.87
1281;2470;660;11.26
1282;2471;585;14.44
1283;2472;463;13.87
1284;2473;513;18.63
1285;2474;48;7.72
1286;2475;447;17.8
1287;2476;550;17.15
1288;2477;58;19.37
1289;2478;339;13.14
1290;2480;84;8.63
1291;2481;229;3.27
