juice_price_id;discount;valid_until
666;0.45;2023-07-12T19:23:52+00:00
667;1.73;2023-10-22T08:19:13+00:00
671;2.33;2023-07-25T11:59:53+00:00
674;1.48;2023-10-28T15:55:27+00:00
678;0.72;2023-10-14T23:09:00+00:00
687;0.43;2023-08-22T23:17:34+00:00
691;1.16;2023-09-18T13:27:45+00:00
696;1.67;2023-05-18T11:10:26+00:00
704;1.17;2023-09-12T16:16:16+00:00
705;1.89;2023-06-07T17:45:24+00:00
714;0.42;2023-06-28T01:36:25+00:00
726;2.15;2023-07-24T10:10:00+00:00
731;0.5;2023-08-21T18:12:12+00:00
732;0.99;2023-05-24T09:11:06+00:00
733;0.62;2023-07-11T11:55:31+00:00
734;0.83;2023-05-07T06:03:29+00:00
737;1.11;2023-07-30T00:29:29+00:00
743;0.52;2023-10-18T01:49:41+00:00
757;1.1;2023-08-20T22:21:07+00:00
764;0.69;2023-10-06T06:25:02+00:00
767;0.49;2023-11-20T22:39:24+00:00
772;2.22;2023-09-18T15:10:59+00:00
774;1.51;2023-06-26T07:46:17+00:00
777;0.42;2023-08-03T14:36:36+00:00
778;0.77;2023-08-11T12:48:27+00:00
792;0.97;2023-08-28T04:54:12+00:00
793;1.22;2023-08-27T12:15:28+00:00
797;0.89;2023-06-25T23:22:37+00:00
799;1.79;2023-05-16T03:23:33+00:00
805;1.39;2023-05-17T21:20:59+00:00
807;0.9;2023-10-23T22:03:02+00:00
808;1.72;2023-09-19T21:29:59+00:00
811;0.91;2023-05-20T01:55:06+00:00
813;1.93;2023-11-26T09:01:43+00:00
815;1.51;2023-08-18T12:03:37+00:00
820;0.32;2023-05-08T03:03:45+00:00
828;1.01;2023-05-04T05:21:03+00:00
832;1.94;2023-08-09T02:20:02+00:00
840;0.69;2023-07-31T00:34:14+00:00
844;0.33;2023-05-08T22:52:33+00:00
846;1.48;2023-09-03T14:07:24+00:00
848;1.46;2023-05-11T19:52:20+00:00
849;2.26;2023-08-08T19:43:53+00:00
851;1.78;2023-07-29T20:39:41+00:00
857;1.84;2023-06-29T21:08:14+00:00
866;0.81;2023-10-20T21:35:15+00:00
870;1.74;2023-06-27T01:34:27+00:00
905;0.82;2023-07-01T16:05:01+00:00
915;0.56;2023-12-01T08:23:15+00:00
918;1.0;2023-05-12T17:46:02+00:00
920;0.43;2023-10-20T10:39:27+00:00
930;0.47;2023-08-22T07:53:36+00:00
932;1.39;2023-07-24T22:43:40+00:00
935;1.09;2023-10-18T23:41:59+00:00
944;1.63;2023-07-20T07:37:33+00:00
945;0.77;2023-08-23T05:33:26+00:00
950;1.27;2023-07-04T01:02:17+00:00
952;1.06;2023-08-18T19:23:11+00:00
953;1.94;2023-07-08T09:57:31+00:00
959;1.18;2023-08-27T10:25:03+00:00
962;0.58;2023-07-14T13:48:07+00:00
965;0.42;2023-09-26T21:32:32+00:00
966;1.57;2023-11-10T00:32:10+00:00
968;1.33;2023-05-04T17:24:06+00:00
973;1.1;2023-10-01T15:03:02+00:00
974;1.41;2023-06-04T23:16:52+00:00
975;1.35;2023-07-19T10:48:13+00:00
977;0.98;2023-09-10T18:02:06+00:00
982;0.53;2023-11-25T16:26:45+00:00
988;1.59;2023-05-08T09:39:00+00:00
991;1.48;2023-11-11T01:09:32+00:00
994;2.32;2023-05-30T23:24:39+00:00
998;2.27;2023-11-28T06:03:26+00:00
1018;1.72;2023-07-28T07:25:26+00:00
1022;0.78;2023-07-22T19:22:42+00:00
1037;0.33;2023-07-09T01:39:02+00:00
1040;0.8;2023-07-17T09:45:49+00:00
1041;1.28;2023-11-18T10:05:21+00:00
1047;1.14;2023-10-22T19:04:09+00:00
1052;0.33;2023-06-14T00:16:50+00:00
1058;0.5;2023-05-16T02:27:52+00:00
1064;1.33;2023-10-26T18:16:14+00:00
1067;2.16;2023-09-01T04:16:49+00:00
1068;0.71;2023-07-08T16:25:28+00:00
1074;0.92;2023-07-08T15:48:54+00:00
1079;1.39;2023-08-14T08:38:14+00:00
1082;0.34;2023-10-19T17:51:31+00:00
1088;0.78;2023-11-23T19:02:42+00:00
1094;1.17;2023-09-27T17:53:47+00:00
1097;1.44;2023-05-23T15:03:00+00:00
1104;1.82;2023-07-24T16:51:16+00:00
1111;1.08;2023-10-04T23:21:42+00:00
1113;0.6;2023-05-05T15:14:14+00:00
1116;0.46;2023-05-09T16:56:27+00:00
1126;1.22;2023-08-02T09:14:46+00:00
1133;1.03;2023-11-20T08:33:40+00:00
1135;0.78;2023-05-04T11:02:29+00:00
1136;1.53;2023-07-02T02:54:55+00:00
1138;0.43;2023-11-06T12:48:09+00:00
1141;1.45;2023-11-11T08:03:57+00:00
1148;1.28;2023-06-08T23:50:35+00:00
1152;1.75;2023-06-21T15:03:19+00:00
1153;0.57;2023-11-24T13:15:35+00:00
1165;0.53;2023-05-19T10:59:24+00:00
1170;1.41;2023-08-04T14:01:07+00:00
1173;0.36;2023-08-17T19:34:59+00:00
1174;1.03;2023-10-22T03:27:33+00:00
1179;1.05;2023-06-30T12:23:14+00:00
1180;0.78;2023-06-10T10:55:56+00:00
1182;1.31;2023-11-26T22:36:23+00:00
1185;0.48;2023-10-12T18:26:31+00:00
1188;1.05;2023-05-25T16:28:00+00:00
1195;0.4;2023-07-25T03:22:18+00:00
1196;0.75;2023-08-02T21:55:58+00:00
1200;0.37;2023-10-24T19:04:05+00:00
1204;0.58;2023-07-07T19:48:44+00:00
1210;1.75;2023-05-11T01:41:46+00:00
1212;0.39;2023-07-21T23:46:36+00:00
1214;1.01;2023-07-04T11:28:00+00:00
1215;0.31;2023-06-19T06:40:00+00:00
1216;1.29;2023-09-26T23:31:11+00:00
1218;0.58;2023-08-17T09:56:55+00:00
1221;0.47;2023-08-22T01:39:36+00:00
1224;2.18;2023-07-14T09:05:03+00:00
1225;1.28;2023-11-03T00:14:21+00:00
1226;0.99;2023-07-28T06:12:45+00:00
1230;0.93;2023-09-01T13:10:26+00:00
1237;1.52;2023-10-21T00:14:30+00:00
1253;0.46;2023-06-30T14:52:20+00:00
1256;1.45;2023-07-31T08:46:11+00:00
1265;0.76;2023-08-31T04:55:01+00:00
1266;0.5;2023-11-24T02:44:31+00:00
1268;1.05;2023-06-29T03:09:14+00:00
1276;2.08;2023-05-14T00:49:00+00:00
1285;1.68;2023-10-16T14:13:26+00:00
1286;0.6;2023-05-19T17:37:39+00:00
1292;1.9;2023-08-13T01:10:29+00:00
1295;0.98;2023-10-05T21:28:53+00:00
1299;0.38;2023-06-13T05:57:32+00:00
1303;1.18;2023-09-03T15:37:45+00:00
1310;0.73;2023-10-10T12:03:34+00:00
1317;0.38;2023-10-05T11:22:15+00:00
1329;0.81;2023-06-25T17:46:25+00:00
1337;1.73;2023-05-13T17:43:30+00:00
1340;1.51;2023-07-15T12:23:43+00:00
1345;0.81;2023-07-15T19:10:17+00:00
1348;2.2;2023-10-15T15:02:39+00:00
1353;0.67;2023-10-04T07:37:28+00:00
1363;0.55;2023-11-16T04:49:25+00:00
1374;1.29;2023-07-30T12:51:57+00:00
1377;0.53;2023-09-14T17:08:51+00:00
1385;0.99;2023-11-09T16:02:26+00:00
1390;1.16;2023-05-19T05:35:46+00:00
1393;1.32;2023-08-08T12:09:20+00:00
1395;0.33;2023-07-23T12:19:23+00:00
1397;1.52;2023-07-07T23:29:41+00:00
1398;0.59;2023-10-09T05:49:02+00:00
1399;2.14;2023-05-15T21:09:41+00:00
1402;0.38;2023-10-23T22:21:26+00:00
1403;0.92;2023-06-13T23:45:01+00:00
1406;1.16;2023-09-02T06:04:00+00:00
1411;0.56;2023-09-30T02:34:39+00:00
1415;0.41;2023-09-05T14:23:11+00:00
1416;1.11;2023-11-01T14:25:49+00:00
1420;1.08;2023-11-25T02:07:32+00:00
1425;0.92;2023-08-02T04:49:02+00:00
1442;0.57;2023-08-25T10:27:34+00:00
1447;1.01;2023-09-27T17:39:26+00:00
1448;1.0;2023-08-12T16:19:55+00:00
1449;0.78;2023-08-04T01:56:47+00:00
1452;2.14;2023-08-09T03:29:11+00:00
1457;0.53;2023-08-02T08:06:14+00:00
1458;1.26;2023-05-13T10:35:51+00:00
1463;1.46;2023-11-03T08:30:49+00:00
1468;1.56;2023-10-30T05:53:59+00:00
1471;1.18;2023-05-19T10:31:19+00:00
1498;2.37;2023-10-17T23:20:49+00:00
1510;1.06;2023-06-19T07:32:59+00:00
1519;0.57;2023-10-29T10:46:32+00:00
1535;0.47;2023-06-04T22:28:34+00:00
1539;1.15;2023-06-27T12:10:11+00:00
1540;0.78;2023-05-03T01:03:58+00:00
1543;0.9;2023-09-28T01:53:30+00:00
1545;1.78;2023-09-07T03:28:54+00:00
1567;1.04;2023-08-28T09:34:14+00:00
1576;0.32;2023-05-20T14:09:28+00:00
1579;0.83;2023-08-26T23:02:33+00:00
1588;1.14;2023-06-21T09:32:33+00:00
1594;0.8;2023-07-19T11:50:10+00:00
1595;1.18;2023-10-23T11:56:05+00:00
1600;1.83;2023-10-03T03:45:44+00:00
1601;0.32;2023-06-25T04:47:22+00:00
1617;0.6;2023-10-19T04:40:00+00:00
1622;1.3;2023-06-27T16:12:45+00:00
1625;0.35;2023-10-15T16:54:52+00:00
1635;2.31;2023-07-07T02:29:25+00:00
1643;2.32;2023-11-01T21:47:10+00:00
1646;1.65;2023-07-27T06:48:47+00:00
1649;1.78;2023-10-17T00:50:15+00:00
1655;0.89;2023-06-19T23:41:16+00:00
1657;1.25;2023-08-10T02:36:50+00:00
1659;2.15;2023-05-17T08:56:12+00:00
1660;0.77;2023-07-06T13:30:12+00:00
1674;1.63;2023-08-13T04:58:26+00:00
1679;1.79;2023-05-19T13:02:43+00:00
1698;0.43;2023-07-01T06:39:51+00:00
1706;1.01;2023-10-09T07:27:59+00:00
1711;1.32;2023-09-15T03:16:28+00:00
1712;1.73;2023-08-10T20:26:32+00:00
1716;0.52;2023-06-02T05:42:51+00:00
1736;0.58;2023-07-04T18:00:27+00:00
1738;1.16;2023-07-29T08:52:55+00:00
1743;0.8;2023-08-25T06:25:54+00:00
1749;0.51;2023-06-25T04:04:56+00:00
1750;0.99;2023-09-25T23:44:59+00:00
1752;2.3;2023-10-04T14:03:37+00:00
1763;1.63;2023-05-04T21:38:17+00:00
1765;2.1;2023-06-16T15:28:10+00:00
1766;0.68;2023-08-04T22:36:13+00:00
1773;0.57;2023-05-10T12:54:25+00:00
1775;0.94;2023-11-15T14:59:27+00:00
1785;1.28;2023-07-30T11:39:14+00:00
1794;1.43;2023-11-28T07:28:08+00:00
1795;0.58;2023-09-14T10:43:12+00:00
1796;1.3;2023-10-27T22:15:51+00:00
1803;2.04;2023-07-13T21:44:49+00:00
1813;1.62;2023-05-02T23:27:39+00:00
1815;0.58;2023-06-04T03:45:46+00:00
1826;0.81;2023-09-17T00:51:48+00:00
1827;1.89;2023-11-13T15:24:55+00:00
1830;0.57;2023-07-04T07:09:05+00:00
1836;1.82;2023-07-02T20:15:22+00:00
1837;2.28;2023-11-04T17:59:04+00:00
1846;1.27;2023-06-09T04:38:24+00:00
1847;2.39;2023-10-21T03:32:25+00:00
1851;1.04;2023-10-01T03:15:54+00:00
1852;2.01;2023-05-16T02:37:11+00:00
1854;0.44;2023-09-14T04:19:09+00:00
1859;0.98;2023-09-30T22:34:12+00:00
1867;0.63;2023-08-09T20:49:07+00:00
1877;0.35;2023-07-23T16:22:28+00:00
1879;0.46;2023-07-17T10:56:03+00:00
1880;1.82;2023-08-21T03:47:28+00:00
1881;0.92;2023-08-07T03:07:47+00:00
1887;0.76;2023-09-17T02:11:25+00:00
1905;1.02;2023-08-25T11:05:51+00:00
1908;2.2;2023-05-27T16:07:30+00:00
1909;0.94;2023-10-17T11:41:59+00:00
1910;1.36;2023-06-25T15:50:07+00:00
1919;0.51;2023-05-09T15:18:47+00:00
1921;0.55;2023-08-05T14:40:54+00:00
1922;1.16;2023-09-07T07:24:32+00:00
1926;1.35;2023-10-28T03:04:56+00:00
1927;1.68;2023-05-30T02:00:43+00:00
1931;1.94;2023-05-12T17:33:29+00:00
1937;0.56;2023-08-28T05:00:15+00:00
1941;2.09;2023-06-16T11:12:57+00:00
1942;1.09;2023-05-17T09:49:10+00:00
1946;0.4;2023-05-08T05:41:43+00:00
1950;1.3;2023-08-01T12:20:37+00:00
1954;2.23;2023-07-19T08:02:29+00:00
1955;1.02;2023-07-02T18:12:53+00:00
1957;1.02;2023-08-04T06:54:30+00:00
1973;1.65;2023-10-13T23:29:05+00:00
1974;2.1;2023-08-26T12:35:08+00:00
1975;1.43;2023-05-12T15:59:16+00:00
1983;0.95;2023-07-20T15:24:39+00:00
1987;0.78;2023-08-15T05:33:46+00:00
1991;0.43;2023-09-14T14:44:02+00:00
2002;1.76;2023-10-06T04:04:52+00:00
2012;0.8;2023-10-03T03:28:42+00:00
2019;1.41;2023-11-03T08:17:59+00:00
2031;0.35;2023-08-10T09:07:02+00:00
2037;0.54;2023-09-12T02:56:53+00:00
2040;0.32;2023-07-25T02:43:50+00:00
2041;1.1;2023-07-15T05:06:49+00:00
2046;1.55;2023-09-18T15:15:30+00:00
2052;0.54;2023-11-18T09:36:10+00:00
2054;1.55;2023-10-15T17:01:09+00:00
2055;1.27;2023-11-13T15:51:35+00:00
2058;2.37;2023-07-03T04:24:44+00:00
2072;1.2;2023-08-06T21:43:04+00:00
2074;1.61;2023-11-27T23:15:14+00:00
2084;0.78;2023-09-06T08:53:19+00:00
2096;2.21;2023-08-29T19:56:36+00:00
2112;0.7;2023-11-05T15:56:47+00:00
2120;1.4;2023-07-23T22:35:02+00:00
2121;1.38;2023-06-25T21:07:02+00:00
2135;0.33;2023-07-03T18:21:07+00:00
2136;1.12;2023-11-16T12:16:50+00:00
2138;1.84;2023-05-23T18:48:07+00:00
2141;0.43;2023-06-04T07:30:13+00:00
2155;1.74;2023-08-10T01:22:46+00:00
2158;0.62;2023-06-17T04:18:45+00:00
2159;1.99;2023-11-05T21:00:38+00:00
2170;0.7;2023-05-11T19:56:16+00:00
2182;0.58;2023-09-09T22:02:44+00:00
2184;1.58;2023-11-17T21:17:16+00:00
2185;1.36;2023-05-18T07:56:14+00:00
2198;1.49;2023-11-17T13:13:23+00:00
2200;2.14;2023-05-03T10:15:52+00:00
2201;1.06;2023-06-25T12:20:53+00:00
2207;2.07;2023-05-22T13:59:12+00:00
2209;1.06;2023-11-17T16:49:01+00:00
2212;0.93;2023-07-16T00:49:52+00:00
2213;1.21;2023-08-17T21:35:18+00:00
2215;1.86;2023-09-24T11:32:00+00:00
2216;0.46;2023-09-27T11:24:16+00:00
2224;1.07;2023-11-13T11:16:50+00:00
2229;2.05;2023-06-05T05:44:12+00:00
2230;1.35;2023-08-16T11:02:41+00:00
2234;1.97;2023-06-05T13:27:22+00:00
2240;0.74;2023-10-09T07:53:45+00:00
2245;0.48;2023-10-19T23:23:42+00:00
2249;0.34;2023-10-12T21:13:13+00:00
2254;1.36;2023-05-21T03:11:06+00:00
2259;1.69;2023-08-27T01:17:28+00:00
2268;0.68;2023-05-04T23:57:28+00:00
2272;1.49;2023-09-09T16:01:15+00:00
2276;1.27;2023-08-26T02:58:22+00:00
2277;1.07;2023-07-08T00:36:54+00:00
2278;1.45;2023-10-05T10:37:03+00:00
2279;1.11;2023-05-06T19:26:58+00:00
2282;1.3;2023-07-04T14:33:54+00:00
2287;0.4;2023-10-24T23:17:56+00:00
2288;1.51;2023-05-02T13:31:44+00:00
2293;2.03;2023-05-26T02:49:16+00:00
2300;1.68;2023-09-08T09:25:51+00:00
2302;1.41;2023-09-21T16:14:21+00:00
2317;0.7;2023-06-22T07:40:28+00:00
2320;0.35;2023-10-01T08:13:56+00:00
2329;1.02;2023-07-06T04:39:53+00:00
2334;1.33;2023-08-06T09:13:57+00:00
2335;2.38;2023-10-01T17:27:43+00:00
2345;0.45;2023-08-12T06:26:56+00:00
2346;0.49;2023-05-25T17:50:19+00:00
2348;1.25;2023-07-21T03:18:49+00:00
2349;1.7;2023-08-18T11:06:53+00:00
2352;2.15;2023-07-04T16:22:57+00:00
2365;1.0;2023-12-01T06:09:19+00:00
2376;0.67;2023-05-19T23:35:20+00:00
2379;1.46;2023-08-14T11:01:59+00:00
2380;0.58;2023-09-24T18:31:49+00:00
2382;0.98;2023-06-19T12:03:20+00:00
2386;1.03;2023-05-02T17:15:45+00:00
2397;0.36;2023-07-26T08:21:37+00:00
2399;1.03;2023-06-30T11:49:33+00:00
2409;0.63;2023-09-05T23:58:33+00:00
2410;0.41;2023-11-06T22:58:45+00:00
2413;1.53;2023-07-20T03:10:26+00:00
2422;1.44;2023-08-25T17:14:27+00:00
2425;0.53;2023-11-03T09:41:03+00:00
2431;1.62;2023-05-12T08:12:51+00:00
2435;0.35;2023-11-01T14:35:13+00:00
2453;0.46;2023-05-25T10:30:13+00:00
2455;1.76;2023-10-21T21:33:00+00:00
2461;0.48;2023-05-13T03:42:09+00:00
2472;1.18;2023-10-23T02:07:03+00:00
2473;1.05;2023-05-16T14:06:42+00:00
2480;1.69;2023-08-03T12:45:33+00:00
2482;1.0;2023-05-29T20:06:16+00:00
2486;1.17;2023-08-22T02:27:07+00:00
2494;0.75;2023-10-15T03:57:34+00:00
2495;2.2;2023-10-08T09:48:53+00:00
2499;1.59;2023-06-09T11:13:33+00:00
2504;0.54;2023-05-11T22:15:36+00:00
2507;0.31;2023-07-15T16:47:15+00:00
2508;0.52;2023-08-01T17:12:25+00:00
2510;1.09;2023-08-22T09:40:05+00:00
2515;0.33;2023-11-05T03:20:23+00:00
2527;1.26;2023-06-16T22:15:50+00:00
2530;0.56;2023-10-29T20:20:50+00:00
2535;1.05;2023-09-10T00:09:35+00:00
2536;1.14;2023-10-05T05:31:50+00:00
2537;0.53;2023-11-25T05:18:03+00:00
2538;1.05;2023-10-13T23:41:21+00:00
2539;0.7;2023-07-05T10:36:37+00:00
2540;1.2;2023-08-17T15:54:52+00:00
2544;2.23;2023-10-04T18:54:39+00:00
2549;0.47;2023-07-25T04:08:35+00:00
2557;0.93;2023-10-26T23:24:39+00:00
2558;1.8;2023-09-22T01:19:48+00:00
2559;1.7;2023-06-24T04:02:47+00:00
2562;0.39;2023-06-11T21:31:12+00:00
2568;1.59;2023-07-05T22:40:52+00:00
2573;1.53;2023-09-08T06:17:28+00:00
2580;0.54;2023-11-28T20:59:25+00:00
2586;0.32;2023-11-18T23:44:26+00:00
2588;1.61;2023-08-06T21:13:35+00:00
2589;2.24;2023-08-31T01:48:17+00:00
2591;1.59;2023-05-04T03:21:26+00:00
2597;0.79;2023-08-19T07:54:42+00:00
2600;0.93;2023-06-05T15:00:06+00:00
2601;1.12;2023-05-11T15:02:22+00:00
2603;1.67;2023-11-10T12:07:31+00:00
2605;0.86;2023-10-05T23:44:03+00:00
2607;1.67;2023-08-30T13:08:33+00:00
2611;1.0;2023-10-28T15:48:15+00:00
2623;0.99;2023-10-22T15:31:28+00:00
2628;1.57;2023-05-04T04:55:18+00:00
2630;0.69;2023-07-16T01:16:24+00:00
2632;1.01;2023-05-20T12:54:32+00:00
2643;0.6;2023-05-15T03:17:03+00:00
2644;0.74;2023-07-03T03:39:05+00:00
2651;0.84;2023-05-26T18:28:20+00:00
2660;1.85;2023-05-31T22:57:46+00:00
2662;2.1;2023-06-28T08:35:00+00:00
2663;1.67;2023-11-04T22:24:34+00:00
2665;0.54;2023-06-07T12:59:32+00:00
2668;1.05;2023-05-09T05:19:45+00:00
2679;1.36;2023-05-26T21:48:40+00:00
2683;1.65;2023-06-11T04:21:10+00:00
2684;1.3;2023-07-20T18:50:10+00:00
2692;0.84;2023-10-16T12:50:21+00:00
2693;1.59;2023-05-27T21:20:30+00:00
2696;0.46;2023-05-13T16:37:15+00:00
2698;0.52;2023-05-31T02:23:59+00:00
2706;1.29;2023-08-06T06:31:41+00:00
2707;0.34;2023-09-13T02:13:11+00:00
2708;0.35;2023-05-13T02:52:21+00:00
2715;2.15;2023-06-02T04:43:29+00:00
2723;0.53;2023-07-24T19:23:41+00:00
2725;1.74;2023-08-25T09:25:15+00:00
2730;0.54;2023-10-02T22:38:26+00:00
2733;1.55;2023-11-22T06:40:55+00:00
2736;1.1;2023-08-07T12:48:09+00:00
2738;0.45;2023-06-15T10:34:34+00:00
2739;2.29;2023-09-01T11:59:56+00:00
2743;0.59;2023-09-26T17:27:09+00:00
2747;0.69;2023-05-05T04:22:37+00:00
2748;1.08;2023-07-22T06:54:53+00:00
2751;2.14;2023-08-27T05:13:37+00:00
2759;0.35;2023-05-30T09:43:35+00:00
2764;1.28;2023-08-11T05:08:57+00:00
2775;1.41;2023-10-02T04:28:54+00:00
2780;2.02;2023-06-22T06:41:10+00:00
2787;0.58;2023-05-09T05:17:04+00:00
2795;0.45;2023-07-26T02:53:38+00:00
2799;1.5;2023-11-28T14:20:01+00:00
2818;1.49;2023-08-02T12:00:39+00:00
2820;1.76;2023-11-17T13:02:57+00:00
2824;2.38;2023-10-24T03:54:26+00:00
2828;0.49;2023-09-28T04:33:41+00:00
2829;1.08;2023-05-28T08:39:26+00:00
2832;0.4;2023-11-12T22:52:32+00:00
2839;1.11;2023-10-25T09:46:54+00:00
2852;0.54;2023-08-29T13:44:58+00:00
2854;0.51;2023-05-19T03:52:09+00:00
2855;2.14;2023-11-04T06:02:37+00:00
2860;0.34;2023-09-19T14:38:23+00:00
2861;0.66;2023-10-01T06:58:21+00:00
2871;2.02;2023-10-04T08:52:04+00:00
2874;0.85;2023-09-09T20:36:10+00:00
2877;1.67;2023-10-25T10:18:31+00:00
2880;0.44;2023-09-03T04:50:15+00:00
2881;0.47;2023-07-23T23:29:00+00:00
2887;0.78;2023-07-27T17:34:11+00:00
2888;0.57;2023-08-21T05:00:54+00:00
2895;1.33;2023-10-27T02:27:42+00:00
2901;1.7;2023-06-03T23:46:20+00:00
2902;0.4;2023-07-18T04:30:09+00:00
2906;1.42;2023-09-11T13:48:16+00:00
2908;0.81;2023-07-04T06:08:12+00:00
2912;0.52;2023-09-02T16:54:21+00:00
2921;1.71;2023-06-18T05:50:28+00:00
2926;0.9;2023-05-08T20:23:24+00:00
2938;1.16;2023-08-27T22:05:27+00:00
2949;0.49;2023-09-05T16:59:22+00:00
2955;1.4;2023-10-03T02:10:59+00:00
2961;1.46;2023-05-19T00:31:43+00:00
2970;0.59;2023-09-16T11:35:41+00:00
