beef_part_price_id;discount;valid_until
482;5.42;2023-11-05T11:14:42+00:00
484;2.41;2023-10-13T04:34:28+00:00
488;0.72;2023-09-21T19:45:39+00:00
494;3.21;2023-06-29T17:22:48+00:00
496;1.59;2023-10-22T14:16:40+00:00
500;1.53;2023-05-26T08:51:41+00:00
506;1.6;2023-10-02T12:20:45+00:00
509;1.56;2023-09-09T21:43:35+00:00
513;4.17;2023-08-25T07:08:22+00:00
514;2.56;2023-06-28T00:54:56+00:00
520;4.24;2023-09-20T03:16:17+00:00
523;3.16;2023-05-03T18:07:44+00:00
526;0.97;2023-09-18T01:40:56+00:00
542;1.49;2023-10-02T13:25:19+00:00
543;2.81;2023-09-06T00:10:08+00:00
546;1.11;2023-09-27T21:37:23+00:00
557;1.48;2023-10-29T12:48:32+00:00
573;2.54;2023-07-05T17:17:38+00:00
578;3.76;2023-10-28T13:55:30+00:00
582;1.58;2023-09-19T02:58:31+00:00
584;3.41;2023-09-07T23:59:52+00:00
592;2.29;2023-08-25T02:33:31+00:00
605;0.78;2023-09-11T16:42:20+00:00
610;3.24;2023-07-07T02:15:31+00:00
615;4.07;2023-06-17T06:15:54+00:00
618;4.42;2023-11-27T14:48:31+00:00
622;1.47;2023-07-13T03:19:50+00:00
624;4.26;2023-11-09T12:30:46+00:00
627;5.91;2023-10-20T10:14:53+00:00
628;0.99;2023-10-09T13:26:37+00:00
631;2.19;2023-06-05T02:58:53+00:00
644;3.23;2023-08-12T18:32:37+00:00
647;2.39;2023-11-27T10:49:51+00:00
649;5.95;2023-08-30T11:00:00+00:00
657;5.71;2023-11-27T18:21:24+00:00
663;5.52;2023-11-03T04:00:43+00:00
672;2.19;2023-08-10T15:51:05+00:00
674;1.45;2023-05-17T18:32:23+00:00
676;3.49;2023-05-29T08:18:43+00:00
697;3.06;2023-07-20T08:44:23+00:00
712;2.23;2023-06-30T08:00:04+00:00
734;3.12;2023-07-06T04:37:42+00:00
744;4.97;2023-10-28T18:31:54+00:00
747;5.34;2023-09-07T02:30:56+00:00
748;0.74;2023-09-05T14:47:46+00:00
761;2.82;2023-09-06T09:57:28+00:00
764;0.76;2023-09-02T23:53:14+00:00
768;1.33;2023-05-16T05:33:03+00:00
775;3.23;2023-07-12T05:27:35+00:00
778;4.6;2023-11-23T02:07:37+00:00
788;1.92;2023-06-27T04:43:39+00:00
790;1.22;2023-07-13T06:39:47+00:00
802;5.27;2023-08-01T19:58:15+00:00
803;3.34;2023-08-06T18:20:19+00:00
818;1.67;2023-09-21T01:45:14+00:00
819;5.73;2023-08-05T05:50:22+00:00
822;2.87;2023-11-14T18:04:37+00:00
826;3.19;2023-11-16T08:59:51+00:00
829;2.11;2023-07-24T08:06:31+00:00
847;3.08;2023-09-15T17:39:38+00:00
853;0.74;2023-07-08T16:06:17+00:00
856;2.98;2023-06-27T12:50:59+00:00
857;3.9;2023-08-10T18:41:52+00:00
861;1.84;2023-06-08T14:41:11+00:00
864;1.95;2023-07-22T09:02:18+00:00
865;1.63;2023-08-08T01:20:30+00:00
877;1.21;2023-06-03T10:36:00+00:00
879;4.24;2023-06-10T20:24:43+00:00
880;0.91;2023-07-07T13:03:06+00:00
881;1.46;2023-05-27T15:11:45+00:00
882;2.56;2023-05-13T15:31:29+00:00
884;1.67;2023-10-23T00:40:28+00:00
886;0.73;2023-07-22T04:13:03+00:00
887;3.1;2023-10-01T18:15:29+00:00
892;1.11;2023-08-15T03:05:00+00:00
899;1.14;2023-06-20T02:37:19+00:00
902;3.58;2023-05-13T11:19:44+00:00
905;1.93;2023-11-12T08:05:13+00:00
906;6.44;2023-10-19T11:59:36+00:00
913;1.36;2023-05-24T21:43:56+00:00
915;3.11;2023-07-12T22:14:06+00:00
917;1.72;2023-08-07T03:47:02+00:00
921;4.88;2023-08-19T05:17:51+00:00
923;1.11;2023-05-04T01:51:45+00:00
932;3.18;2023-06-03T07:12:11+00:00
941;1.34;2023-11-28T17:42:05+00:00
942;1.84;2023-05-20T01:17:53+00:00
943;2.57;2023-08-21T22:43:09+00:00
947;4.58;2023-11-22T22:24:40+00:00
948;0.91;2023-07-24T13:09:58+00:00
959;3.83;2023-10-20T02:34:55+00:00
964;4.8;2023-08-14T19:09:17+00:00
965;1.44;2023-10-21T09:56:46+00:00
978;4.08;2023-07-18T04:00:02+00:00
980;1.46;2023-08-06T11:49:27+00:00
982;0.7;2023-08-10T17:00:42+00:00
986;2.98;2023-10-01T06:33:14+00:00
987;6.59;2023-11-08T22:27:26+00:00
988;1.51;2023-11-08T02:55:33+00:00
1004;4.72;2023-08-30T05:16:03+00:00
1009;0.74;2023-06-14T22:08:08+00:00
1011;4.46;2023-05-26T20:33:02+00:00
1013;2.72;2023-06-23T11:36:33+00:00
1018;2.23;2023-10-06T01:40:01+00:00
1020;4.16;2023-09-09T06:25:30+00:00
1022;1.68;2023-08-08T10:22:00+00:00
1024;1.34;2023-05-29T06:59:23+00:00
1033;2.55;2023-11-19T12:26:42+00:00
1035;3.06;2023-06-07T02:25:44+00:00
1036;1.63;2023-11-01T02:20:26+00:00
1040;2.31;2023-08-30T18:25:45+00:00
1055;2.45;2023-07-07T03:43:01+00:00
1063;0.89;2023-08-15T13:10:39+00:00
1064;2.55;2023-07-13T14:09:56+00:00
1065;4.39;2023-05-17T08:36:16+00:00
1066;1.66;2023-10-31T15:15:55+00:00
1083;2.85;2023-05-14T03:41:10+00:00
1086;2.86;2023-09-01T03:24:18+00:00
1088;2.83;2023-10-26T02:07:38+00:00
1097;5.09;2023-10-02T19:13:51+00:00
1101;3.72;2023-10-05T13:18:57+00:00
1104;2.23;2023-08-18T18:19:01+00:00
1105;5.46;2023-07-14T09:30:39+00:00
1115;4.41;2023-08-11T00:35:57+00:00
1120;2.14;2023-05-27T09:45:54+00:00
1121;2.46;2023-11-23T15:00:58+00:00
1129;1.68;2023-11-13T20:09:45+00:00
1137;1.5;2023-08-07T20:25:52+00:00
1138;1.15;2023-08-01T12:46:51+00:00
1141;5.14;2023-11-17T18:27:16+00:00
1153;1.11;2023-08-24T01:14:27+00:00
1165;4.25;2023-10-26T05:16:54+00:00
1173;2.83;2023-09-16T09:38:42+00:00
1194;3.9;2023-05-08T13:30:59+00:00
1198;1.69;2023-08-08T06:03:55+00:00
1201;1.5;2023-11-26T05:09:11+00:00
1202;2.3;2023-07-18T18:25:50+00:00
1206;4.1;2023-07-21T20:16:06+00:00
1208;0.73;2023-08-06T06:35:51+00:00
1210;3.73;2023-09-03T00:26:48+00:00
1211;1.19;2023-10-26T07:03:54+00:00
1219;0.85;2023-07-14T10:25:12+00:00
1220;0.72;2023-05-22T19:08:12+00:00
1223;0.95;2023-06-09T11:07:27+00:00
1236;1.63;2023-10-26T08:50:32+00:00
1238;3.26;2023-06-09T15:09:22+00:00
1239;3.18;2023-09-12T20:56:30+00:00
1245;4.11;2023-10-31T11:03:39+00:00
1249;1.61;2023-07-16T01:09:46+00:00
1252;2.35;2023-05-11T07:01:32+00:00
1257;0.75;2023-05-30T03:11:20+00:00
1263;3.93;2023-11-13T09:34:43+00:00
1265;2.82;2023-05-12T18:52:43+00:00
1269;1.01;2023-07-31T00:06:40+00:00
1273;2.86;2023-11-21T02:01:29+00:00
1276;0.73;2023-11-23T13:21:12+00:00
1280;1.96;2023-11-20T02:00:29+00:00
1283;0.85;2023-06-30T07:49:28+00:00
1292;2.24;2023-10-30T12:59:06+00:00
1293;3.36;2023-11-04T15:09:43+00:00
1296;1.57;2023-06-24T17:57:23+00:00
1297;0.99;2023-08-13T17:39:03+00:00
1306;5.01;2023-08-12T20:40:31+00:00
1313;0.74;2023-05-05T15:04:25+00:00
1316;1.32;2023-10-29T14:07:53+00:00
1321;3.79;2023-06-23T13:48:31+00:00
1326;2.04;2023-08-29T01:43:56+00:00
1329;4.43;2023-06-29T08:18:38+00:00
1330;3.36;2023-05-15T11:17:59+00:00
1332;1.82;2023-05-24T22:49:10+00:00
1334;3.23;2023-06-04T20:40:24+00:00
1337;1.04;2023-07-05T05:01:17+00:00
1339;1.11;2023-10-16T10:11:08+00:00
1341;4.27;2023-10-24T14:45:04+00:00
1345;2.29;2023-08-18T20:07:38+00:00
1353;4.99;2023-10-27T13:18:24+00:00
1356;1.05;2023-05-27T04:24:50+00:00
1361;6.75;2023-07-16T02:07:14+00:00
1365;1.51;2023-06-29T19:41:13+00:00
1367;2.13;2023-07-12T22:17:59+00:00
1370;5.77;2023-10-28T04:19:40+00:00
1374;6.04;2023-11-15T23:44:58+00:00
1388;5.72;2023-08-15T01:17:47+00:00
1392;1.38;2023-05-27T10:21:38+00:00
1401;1.45;2023-08-14T07:36:18+00:00
1408;4.28;2023-11-29T17:20:57+00:00
1414;1.51;2023-11-07T23:10:49+00:00
1416;0.84;2023-11-05T00:08:19+00:00
1418;1.51;2023-05-31T06:54:26+00:00
1425;2.9;2023-06-15T07:52:44+00:00
1428;1.37;2023-09-05T15:05:11+00:00
1430;1.51;2023-08-17T13:39:17+00:00
1434;3.39;2023-11-16T21:27:12+00:00
1437;0.71;2023-11-06T03:52:09+00:00
1443;2.97;2023-07-20T10:05:40+00:00
1456;2.09;2023-09-07T20:36:55+00:00
1460;3.68;2023-10-08T16:04:10+00:00
1462;0.79;2023-11-08T05:43:22+00:00
1464;5.5;2023-11-04T16:23:04+00:00
1473;3.18;2023-09-20T21:17:05+00:00
1480;0.72;2023-09-20T04:18:00+00:00
1490;2.15;2023-05-10T15:03:59+00:00
1491;0.95;2023-10-24T13:10:50+00:00
1505;2.75;2023-06-28T20:35:12+00:00
1513;0.85;2023-08-31T02:37:27+00:00
1514;6.4;2023-05-27T14:35:48+00:00
1517;6.44;2023-11-19T02:24:48+00:00
1527;3.98;2023-10-08T15:20:13+00:00
1536;1.26;2023-11-20T13:47:09+00:00
1537;4.46;2023-11-26T05:00:22+00:00
1540;2.83;2023-10-22T02:46:56+00:00
1542;3.06;2023-07-07T16:58:16+00:00
1546;1.4;2023-07-13T09:30:42+00:00
1550;6.53;2023-10-12T13:20:47+00:00
1551;4.82;2023-11-03T22:20:06+00:00
1553;1.26;2023-07-16T03:18:11+00:00
1558;1.32;2023-06-11T06:30:43+00:00
1560;2.89;2023-07-02T04:12:30+00:00
1577;5.01;2023-10-19T22:57:41+00:00
1589;3.19;2023-06-16T03:26:27+00:00
1596;3.77;2023-10-08T20:31:07+00:00
1597;1.57;2023-10-28T21:21:54+00:00
1598;1.08;2023-05-03T10:51:33+00:00
1608;4.82;2023-08-26T13:28:19+00:00
1614;3.7;2023-10-29T11:46:26+00:00
1617;2.94;2023-08-24T18:33:30+00:00
1622;3.75;2023-11-13T02:55:28+00:00
1625;3.65;2023-11-19T21:44:32+00:00
1626;4.86;2023-05-21T04:00:41+00:00
1643;5.7;2023-07-17T09:02:01+00:00
1644;4.48;2023-05-22T16:52:49+00:00
1647;2.89;2023-08-29T02:14:30+00:00
1648;1.19;2023-05-23T02:02:31+00:00
1650;1.4;2023-10-17T16:00:58+00:00
1657;4.31;2023-10-07T03:46:33+00:00
1677;2.38;2023-05-18T01:27:02+00:00
1680;2.41;2023-08-29T13:47:34+00:00
1683;3.1;2023-09-17T14:22:52+00:00
1687;2.62;2023-06-15T00:12:37+00:00
1689;0.83;2023-06-29T13:59:07+00:00
1693;2.45;2023-06-29T04:15:11+00:00
1701;5.16;2023-10-18T16:18:31+00:00
1711;2.75;2023-07-17T13:17:39+00:00
1714;6.4;2023-10-05T03:23:15+00:00
1719;3.23;2023-05-08T13:34:04+00:00
1723;1.22;2023-11-07T06:12:58+00:00
1727;1.4;2023-08-08T15:35:36+00:00
1731;5.82;2023-11-20T12:17:19+00:00
1736;2.36;2023-05-11T04:19:55+00:00
1737;3.41;2023-08-17T14:58:22+00:00
1745;4.28;2023-06-16T20:15:07+00:00
1747;2.76;2023-11-12T00:04:46+00:00
1749;3.52;2023-07-04T09:26:34+00:00
1760;4.15;2023-09-15T18:30:00+00:00
1767;2.26;2023-10-16T06:05:07+00:00
1771;2.7;2023-09-17T20:03:24+00:00
1772;1.04;2023-10-28T17:42:35+00:00
1779;0.78;2023-10-27T21:30:51+00:00
1795;1.62;2023-06-02T02:02:41+00:00
1816;6.52;2023-05-23T20:20:07+00:00
1823;2.49;2023-05-21T16:25:45+00:00
1825;3.68;2023-06-20T15:59:15+00:00
1828;4.0;2023-11-14T09:13:27+00:00
1829;4.4;2023-07-13T18:29:21+00:00
1833;1.38;2023-08-17T19:49:02+00:00
1835;0.76;2023-10-12T14:41:12+00:00
1857;6.35;2023-06-23T20:22:59+00:00
1860;3.02;2023-10-08T16:56:42+00:00
1862;1.53;2023-10-14T04:44:13+00:00
1863;2.51;2023-06-07T05:52:20+00:00
1867;1.28;2023-08-30T17:19:35+00:00
1871;1.68;2023-08-01T20:25:21+00:00
1873;2.45;2023-08-08T17:21:09+00:00
1874;5.79;2023-05-08T19:37:25+00:00
1889;2.19;2023-07-01T23:03:54+00:00
1891;3.78;2023-11-13T06:13:35+00:00
1892;1.19;2023-11-10T11:44:43+00:00
1893;3.22;2023-06-01T23:31:50+00:00
1895;2.42;2023-10-23T01:16:39+00:00
1898;6.36;2023-08-30T09:02:53+00:00
1900;4.01;2023-10-12T20:02:56+00:00
1907;4.36;2023-07-28T15:00:49+00:00
1917;1.79;2023-05-26T16:35:56+00:00
1921;6.5;2023-08-28T01:15:01+00:00
1923;1.35;2023-06-28T10:04:34+00:00
1932;0.86;2023-11-01T15:47:58+00:00
1938;4.83;2023-09-08T09:53:37+00:00
1940;1.53;2023-05-08T12:25:46+00:00
1946;1.56;2023-11-18T18:20:17+00:00
1948;3.33;2023-10-23T05:51:30+00:00
1954;6.68;2023-10-24T02:23:31+00:00
1959;4.71;2023-12-01T04:59:18+00:00
1967;2.49;2023-08-05T06:33:53+00:00
1972;4.69;2023-08-26T13:42:57+00:00
1980;1.64;2023-09-05T03:04:14+00:00
1991;2.58;2023-08-21T11:08:00+00:00
1992;3.13;2023-07-27T05:30:44+00:00
1997;0.94;2023-11-19T20:07:51+00:00
1999;2.01;2023-08-10T20:48:03+00:00
2008;3.52;2023-09-26T22:20:32+00:00
2009;3.13;2023-05-19T03:06:40+00:00
2014;3.52;2023-06-09T15:44:38+00:00
2024;4.07;2023-07-18T00:04:00+00:00
2029;1.78;2023-05-22T02:42:13+00:00
2034;3.09;2023-08-07T02:49:36+00:00
2040;2.56;2023-08-08T07:54:21+00:00
2049;2.89;2023-05-31T04:58:41+00:00
2051;5.67;2023-06-06T04:50:06+00:00
2054;1.46;2023-09-14T22:20:31+00:00
2055;0.9;2023-09-20T13:51:15+00:00
2059;1.04;2023-11-12T18:37:24+00:00
2062;1.45;2023-06-20T16:50:15+00:00
2063;1.5;2023-06-27T23:06:43+00:00
2066;2.38;2023-08-21T06:08:17+00:00
2067;6.35;2023-10-16T17:20:51+00:00
2068;3.18;2023-06-30T10:35:30+00:00
2069;1.64;2023-05-20T02:28:16+00:00
2072;4.46;2023-08-17T07:04:24+00:00
2076;2.29;2023-10-08T22:02:48+00:00
2078;0.83;2023-06-21T09:49:00+00:00
2082;3.79;2023-05-12T17:03:30+00:00
2083;3.58;2023-08-04T19:34:12+00:00
2084;5.88;2023-09-22T08:47:47+00:00
2091;1.65;2023-05-07T23:52:17+00:00
2097;2.66;2023-06-11T01:20:07+00:00
2099;4.94;2023-07-27T07:37:33+00:00
2107;1.23;2023-09-21T21:18:18+00:00
2114;1.32;2023-08-27T05:06:01+00:00
2117;1.62;2023-06-26T09:04:31+00:00
2123;1.83;2023-11-03T23:16:38+00:00
2125;1.63;2023-11-29T18:15:43+00:00
2127;4.52;2023-09-02T01:05:47+00:00
2134;1.42;2023-05-23T10:52:57+00:00
2136;2.2;2023-08-26T11:29:22+00:00
2142;4.61;2023-05-06T05:32:19+00:00
2152;4.72;2023-09-17T16:35:00+00:00
2153;2.66;2023-11-10T23:25:10+00:00
2162;0.93;2023-10-26T03:08:33+00:00
2167;3.14;2023-07-18T02:07:44+00:00
2172;3.45;2023-06-25T01:08:43+00:00
2173;4.0;2023-08-26T19:47:41+00:00
2177;2.24;2023-06-25T19:59:23+00:00
2178;4.44;2023-10-07T16:25:32+00:00
2180;2.56;2023-06-17T15:57:00+00:00
2184;6.56;2023-09-26T02:59:06+00:00
2185;5.96;2023-10-17T09:14:53+00:00
2188;4.13;2023-08-18T05:00:44+00:00
2189;6.55;2023-06-18T09:54:06+00:00
2199;1.66;2023-06-26T20:05:44+00:00
2202;1.45;2023-05-18T10:29:57+00:00
2204;0.7;2023-09-19T12:40:10+00:00
2206;2.69;2023-08-23T07:16:10+00:00
2213;4.69;2023-08-13T09:10:44+00:00
2231;3.17;2023-07-16T07:43:14+00:00
2233;2.71;2023-08-21T05:24:37+00:00
2237;1.91;2023-10-03T04:01:05+00:00
2239;2.82;2023-09-03T14:53:55+00:00
2241;2.27;2023-07-15T23:45:17+00:00
2250;1.01;2023-06-19T14:23:12+00:00
2251;2.7;2023-06-11T16:28:27+00:00
2254;3.01;2023-06-10T01:45:46+00:00
2259;6.72;2023-10-19T21:08:04+00:00
2265;2.53;2023-07-02T05:05:48+00:00
2268;1.69;2023-09-04T20:51:30+00:00
2271;4.67;2023-11-16T08:14:24+00:00
2276;6.65;2023-08-21T03:56:45+00:00
2287;1.17;2023-10-06T06:14:21+00:00
2295;1.82;2023-07-10T03:12:48+00:00
2303;1.57;2023-09-02T14:26:36+00:00
2311;1.24;2023-07-13T21:57:48+00:00
2312;5.84;2023-06-05T10:30:26+00:00
2315;2.12;2023-07-16T08:35:29+00:00
2316;2.15;2023-05-26T22:29:59+00:00
2330;1.86;2023-10-11T01:28:51+00:00
2336;4.87;2023-07-25T04:20:45+00:00
2338;1.23;2023-05-09T21:00:36+00:00
2341;1.63;2023-09-17T22:12:06+00:00
2354;3.81;2023-05-23T19:08:25+00:00
2355;1.02;2023-09-13T21:19:34+00:00
2360;3.36;2023-10-07T13:51:03+00:00
2361;2.43;2023-06-19T17:19:25+00:00
2364;4.49;2023-05-21T11:00:38+00:00
2375;4.97;2023-06-05T16:05:53+00:00
2383;2.02;2023-06-30T06:39:31+00:00
2389;2.95;2023-10-28T06:37:18+00:00
2392;1.17;2023-07-18T20:45:44+00:00
2394;4.0;2023-07-07T16:38:26+00:00
2399;1.18;2023-07-18T05:28:57+00:00
2402;4.56;2023-09-13T20:05:30+00:00
2403;1.8;2023-10-08T06:32:57+00:00
2405;1.41;2023-11-11T00:56:20+00:00
2411;3.29;2023-07-15T16:03:38+00:00
2413;2.05;2023-08-08T01:39:14+00:00
2420;3.65;2023-08-17T20:54:55+00:00
2429;1.25;2023-06-26T13:08:59+00:00
2433;0.97;2023-05-31T03:32:02+00:00
2435;0.86;2023-08-02T05:44:34+00:00
2447;1.44;2023-07-27T11:56:53+00:00
2458;6.18;2023-11-10T09:49:58+00:00
2463;3.35;2023-10-05T09:19:09+00:00
2464;2.02;2023-07-09T21:49:11+00:00
2467;4.19;2023-07-14T21:03:48+00:00
2471;4.21;2023-05-28T00:07:02+00:00
2483;1.11;2023-10-20T21:43:37+00:00
2484;3.04;2023-06-01T01:07:25+00:00
2500;1.68;2023-05-22T12:01:20+00:00
2503;5.05;2023-11-13T05:50:54+00:00
2506;1.17;2023-08-01T13:46:14+00:00
2512;2.94;2023-11-05T16:53:35+00:00
2515;4.71;2023-06-13T21:01:59+00:00
2518;3.23;2023-05-17T23:49:20+00:00
2522;3.09;2023-05-31T21:54:24+00:00
2525;1.35;2023-09-13T22:35:42+00:00
2526;1.06;2023-10-20T16:05:35+00:00
2527;6.0;2023-06-10T08:14:26+00:00
2532;1.01;2023-11-29T18:04:50+00:00
2533;1.66;2023-11-30T07:56:41+00:00
2537;2.84;2023-05-10T15:07:11+00:00
2538;0.84;2023-05-22T10:49:01+00:00
2542;1.56;2023-06-12T00:30:28+00:00
2550;3.38;2023-05-10T02:10:14+00:00
2560;1.36;2023-05-11T02:52:03+00:00
2564;1.75;2023-09-02T16:10:45+00:00
2569;6.62;2023-09-27T15:15:21+00:00
2575;0.79;2023-09-25T22:13:30+00:00
2579;3.45;2023-05-11T04:05:52+00:00
2580;3.88;2023-06-15T09:39:05+00:00
2596;1.21;2023-09-28T06:22:28+00:00
2600;1.99;2023-10-28T10:15:49+00:00
2602;3.52;2023-05-26T21:04:26+00:00
2607;4.29;2023-08-28T18:44:33+00:00
2609;4.9;2023-08-21T00:35:53+00:00
2618;2.8;2023-07-17T04:31:52+00:00
2623;2.28;2023-06-10T10:16:03+00:00
2624;2.54;2023-10-27T20:09:06+00:00
2626;3.19;2023-11-09T06:51:31+00:00
2633;1.54;2023-09-11T23:29:47+00:00
2638;4.39;2023-05-15T09:27:04+00:00
2647;1.16;2023-10-09T05:40:57+00:00
2656;4.32;2023-11-04T19:22:10+00:00
2661;0.88;2023-05-04T13:13:25+00:00
2663;1.06;2023-09-21T08:05:49+00:00
2666;4.83;2023-10-09T08:45:16+00:00
2672;2.73;2023-09-10T05:41:13+00:00
2673;4.13;2023-11-10T05:22:05+00:00
2676;4.91;2023-09-02T19:32:56+00:00
2681;1.49;2023-08-07T19:49:20+00:00
2683;3.89;2023-07-20T03:00:27+00:00
2700;2.95;2023-08-17T23:23:59+00:00
2701;4.98;2023-05-26T08:27:07+00:00
2709;2.42;2023-07-03T23:35:17+00:00
2715;1.16;2023-09-05T15:47:21+00:00
2718;1.53;2023-09-29T01:58:15+00:00
2720;1.3;2023-05-09T04:25:28+00:00
2723;2.78;2023-06-25T21:14:09+00:00
2731;5.62;2023-05-01T04:58:44+00:00
2733;2.04;2023-07-23T04:39:59+00:00
2734;2.71;2023-10-11T23:42:34+00:00
2735;3.01;2023-07-09T08:20:31+00:00
2741;2.97;2023-08-30T01:29:45+00:00
2745;5.44;2023-07-21T22:44:30+00:00
2749;1.02;2023-10-31T15:06:51+00:00
2756;1.22;2023-08-25T18:02:58+00:00
2760;1.03;2023-09-29T22:52:06+00:00
2761;4.4;2023-08-29T01:22:53+00:00
2768;3.76;2023-07-05T16:01:05+00:00
2769;1.72;2023-08-20T07:00:59+00:00
2772;3.37;2023-10-09T13:38:34+00:00
2773;1.95;2023-06-23T07:28:16+00:00
2775;3.01;2023-09-19T16:24:13+00:00
2779;2.81;2023-08-19T01:35:09+00:00
2793;1.63;2023-05-23T22:58:13+00:00
2797;3.74;2023-09-15T09:05:54+00:00
2798;2.41;2023-05-03T10:01:24+00:00
2800;4.12;2023-08-07T17:02:10+00:00
2802;1.38;2023-08-21T01:54:16+00:00
2808;3.36;2023-07-25T02:41:11+00:00
2810;2.74;2023-08-27T10:36:34+00:00
2816;5.24;2023-11-09T11:32:53+00:00
2817;3.23;2023-05-18T05:07:52+00:00
2818;2.78;2023-10-04T12:40:53+00:00
2819;0.72;2023-10-31T20:29:18+00:00
2825;1.3;2023-10-20T05:15:13+00:00
2828;1.47;2023-08-23T13:08:24+00:00
2838;4.51;2023-08-29T02:25:02+00:00
2845;1.11;2023-06-24T20:38:12+00:00
2848;1.33;2023-07-26T11:54:41+00:00
