id;garden_id;beef_id;beef_part_id;price
103;62;13;10;16.49
104;63;28;18;10.19
105;63;28;1;7.26
106;63;28;4;8.75
107;63;28;26;9.12
108;63;28;6;15.85
109;65;21;10;9.97
110;65;21;11;15.07
111;65;21;25;10.94
112;65;21;9;9.07
113;65;21;29;7.12
114;65;21;1;15.04
115;68;13;10;11.66
116;68;13;4;12.16
117;68;13;18;12.9
118;68;13;23;7.68
119;69;19;8;16.4
120;69;19;22;8.97
121;69;19;6;8.22
122;74;29;13;9.09
123;74;29;18;8.16
124;76;24;1;13.94
125;76;24;17;14.33
126;77;22;11;16.57
127;77;22;23;7.2
128;77;22;20;7.61
129;77;22;1;7.63
130;78;2;15;13.64
131;78;2;11;16.27
132;78;2;25;9.86
133;78;2;1;12.18
134;78;2;4;16.87
135;78;2;2;10.83
136;82;6;14;15.99
137;82;6;23;15.58
138;82;6;18;15.78
139;82;6;1;11.5
140;82;6;26;11.26
141;84;27;13;8.59
142;84;27;8;14.33
143;84;27;29;8.52
144;84;27;28;7.16
145;84;27;12;14.83
146;87;25;5;10.32
147;87;25;27;12.97
148;87;25;19;9.86
149;87;25;12;10.28
150;87;25;13;16.15
151;87;25;21;11.24
152;88;14;23;12.41
153;88;14;19;13.39
154;88;14;2;15.34
155;88;14;12;9.6
156;88;14;4;16.79
157;90;3;20;11.4
158;90;3;2;8.74
159;91;23;16;10.79
160;91;23;8;10.55
161;92;8;25;14.5
162;92;8;27;8.97
163;92;8;24;8.57
164;94;6;8;12.04
165;94;6;7;8.52
166;94;6;6;7.45
167;94;6;23;14.5
168;94;6;12;11.73
169;94;6;28;9.04
170;97;14;12;15.53
171;97;14;18;13.52
172;97;14;17;13.92
173;99;30;16;12.66
174;99;30;29;16.27
175;100;12;15;16.88
176;100;12;23;7.95
177;100;12;4;11.44
178;100;12;10;9.39
179;100;12;25;9.02
180;100;12;12;8.2
181;101;10;17;15.34
182;101;10;16;12.13
183;101;10;23;7.04
184;101;10;10;8.57
185;101;10;9;10.88
186;102;6;12;11.27
187;102;6;1;9.73
188;102;6;17;15.3
189;102;6;25;9.57
190;103;4;8;10.22
191;103;4;17;7.11
192;103;4;3;12.59
193;105;20;12;7.28
194;105;20;29;8.32
195;105;20;21;8.32
196;106;11;9;15.32
197;106;11;18;15.77
198;106;11;7;8.29
199;108;13;7;9.6
200;108;13;14;8.39
201;108;13;5;16.18
202;108;13;2;16.02
203;108;13;11;16.05
204;111;3;25;13.25
205;111;3;1;7.89
206;111;3;24;12.19
207;117;28;11;9.03
208;117;28;19;12.1
209;117;28;23;13.79
210;117;28;6;7.21
211;119;4;23;8.72
212;119;4;18;10.57
213;119;4;10;15.58
214;120;32;20;13.57
215;120;32;8;14.92
216;120;32;27;7.52
217;120;32;16;11.66
218;121;19;14;9.34
219;121;19;27;12.85
220;121;19;23;10.92
221;121;19;20;12.83
222;122;1;10;11.3
223;122;1;4;9.97
224;123;31;7;13.58
225;123;31;8;7.74
226;123;31;21;14.35
227;123;31;9;8.04
228;123;31;12;15.12
229;124;6;22;15.5
230;124;6;25;11.38
231;128;15;17;7.42
232;128;15;2;7.44
233;130;5;26;14.06
234;130;5;6;9.04
235;130;5;24;16.57
236;130;5;14;7.3
237;132;4;11;16.84
238;132;4;5;9.86
239;134;8;19;7.5
240;134;8;18;12.51
241;135;15;6;13.93
242;135;15;15;8.37
243;135;15;17;9.59
244;135;15;24;12.7
245;135;15;19;9.83
246;137;4;14;9.24
247;137;4;29;15.43
248;137;4;21;12.08
249;138;25;22;14.44
250;138;25;29;10.5
251;139;18;8;10.42
252;139;18;12;14.65
253;139;18;28;11.85
254;139;18;19;16.14
255;143;25;15;16.94
256;143;25;14;8.39
257;143;25;22;7.87
258;143;25;9;7.59
259;143;25;7;15.59
260;143;25;25;14.05
261;144;17;22;7.72
262;144;17;29;8.14
263;144;17;17;16.34
264;144;17;15;14.69
265;145;14;29;7.82
266;145;14;27;8.75
267;145;14;10;14.19
268;145;14;17;10.88
269;147;6;22;15.56
270;147;6;27;7.64
271;147;6;13;8.2
272;147;6;23;14.38
273;147;6;20;7.58
274;149;18;8;14.24
275;149;18;2;8.37
276;149;18;21;15.49
277;150;29;23;8.02
278;150;29;11;7.6
279;150;29;1;11.44
280;150;29;18;16.6
281;158;33;17;9.13
282;158;33;5;15.41
283;158;33;16;7.04
284;158;33;27;7.77
285;158;33;11;10.5
286;161;17;3;8.9
287;161;17;22;9.65
288;161;17;24;15.85
289;161;17;7;9.08
290;161;17;10;16.85
291;162;14;19;12.71
292;162;14;7;10.02
293;162;14;24;16.62
294;162;14;26;10.67
295;162;14;22;8.0
296;166;26;22;8.92
297;166;26;19;14.68
298;166;26;3;15.73
299;168;30;16;16.67
300;168;30;23;8.85
301;168;30;10;15.09
302;168;30;19;7.52
303;168;30;18;7.31
304;168;30;22;13.47
305;169;28;6;8.16
306;169;28;12;9.02
307;169;28;21;13.27
308;171;24;20;11.31
309;171;24;3;13.23
310;171;24;27;11.83
311;171;24;2;16.2
312;171;24;12;9.09
313;171;24;21;8.95
314;172;31;15;7.07
315;172;31;20;12.41
316;172;31;26;12.08
317;172;31;19;14.88
318;174;27;8;12.34
319;174;27;12;10.03
320;174;27;3;7.48
321;174;27;9;7.03
322;184;30;19;12.78
323;184;30;2;8.5
324;184;30;6;12.08
325;184;30;29;7.18
326;185;15;7;11.58
327;185;15;22;7.68
328;185;15;20;12.12
329;186;17;19;7.15
330;186;17;28;7.62
331;186;17;11;9.9
332;186;17;25;12.75
333;190;2;20;11.29
334;190;2;15;12.55
335;191;26;1;7.01
336;191;26;2;11.57
337;195;18;19;14.21
338;195;18;9;10.96
339;195;18;11;14.88
340;195;18;20;10.06
341;195;18;15;7.55
342;196;26;21;8.6
343;196;26;27;13.32
344;196;26;9;8.13
345;196;26;25;9.63
346;197;13;12;15.16
347;197;13;16;15.1
348;197;13;29;13.68
349;198;26;20;15.3
350;198;26;7;10.18
351;198;26;24;11.03
352;198;26;22;7.12
353;199;27;26;15.85
354;199;27;29;7.86
355;199;27;22;10.0
356;199;27;16;16.74
357;200;25;11;12.21
358;200;25;28;8.57
359;200;25;10;14.28
360;200;25;20;16.73
361;200;25;8;8.06
362;202;30;23;14.29
363;202;30;15;15.69
364;202;30;29;7.65
365;204;15;3;14.77
366;204;15;29;9.2
367;204;15;11;10.81
368;204;15;4;12.29
369;205;7;5;8.17
370;205;7;3;13.41
371;205;7;16;14.74
372;205;7;21;9.89
373;205;7;11;9.45
374;205;7;13;11.28
375;206;32;10;16.46
376;206;32;28;9.05
377;206;32;6;8.56
378;206;32;26;12.48
379;206;32;2;7.99
380;206;32;8;8.17
381;209;33;25;15.31
382;209;33;23;16.61
383;209;33;3;14.9
384;210;15;5;16.27
385;210;15;7;9.22
386;210;15;2;11.91
387;210;15;4;11.72
388;210;15;14;14.75
389;210;15;20;13.45
390;211;31;27;11.67
391;211;31;17;14.18
392;215;26;3;15.18
393;215;26;27;15.02
394;215;26;22;8.37
395;216;21;1;8.03
396;216;21;24;11.84
397;219;32;6;13.15
398;219;32;19;8.99
399;220;21;18;13.12
400;220;21;20;9.62
401;220;21;24;12.13
402;220;21;23;12.26
403;220;21;13;16.39
404;220;21;21;13.39
405;221;3;12;13.36
406;221;3;10;14.49
407;221;3;26;11.35
408;221;3;28;14.46
409;225;16;3;11.26
410;225;16;2;11.42
411;232;26;17;8.67
412;232;26;13;9.87
413;232;26;20;14.69
414;232;26;21;10.45
415;233;8;27;16.73
416;233;8;6;15.07
417;233;8;5;16.27
418;233;8;7;15.43
419;234;15;8;16.36
420;234;15;7;7.7
421;236;33;12;7.93
422;236;33;8;16.23
423;236;33;7;12.42
424;238;9;14;10.85
425;238;9;19;12.2
426;238;9;17;8.18
427;239;16;29;7.65
428;239;16;22;8.03
429;240;2;5;10.04
430;240;2;13;7.13
431;240;2;24;15.52
432;240;2;25;9.49
433;240;2;14;14.43
434;241;12;24;14.67
435;241;12;17;12.38
436;241;12;20;11.62
437;241;12;19;16.37
438;241;12;28;15.22
439;241;12;8;10.08
440;242;6;16;14.86
441;242;6;25;14.68
442;242;6;14;9.29
443;242;6;23;10.42
444;243;20;10;15.0
445;243;20;27;9.21
446;245;12;24;14.86
447;245;12;28;9.54
448;245;12;26;16.61
449;247;22;18;13.02
450;247;22;26;15.16
451;247;22;13;9.02
452;247;22;2;9.05
453;247;22;16;12.74
454;249;20;28;8.86
455;249;20;21;12.71
456;251;19;14;11.12
457;251;19;4;15.96
458;251;19;10;11.45
459;251;19;29;8.15
460;252;26;19;7.7
461;252;26;4;15.7
462;252;26;13;16.7
463;252;26;22;9.77
464;252;26;28;11.12
465;256;9;26;14.09
466;256;9;3;7.32
467;256;9;14;8.42
468;256;9;13;7.46
469;256;9;24;7.2
470;258;30;19;11.65
471;258;30;25;7.2
472;258;30;1;14.79
473;258;30;3;14.44
474;258;30;11;16.73
475;259;28;22;13.81
476;259;28;12;14.68
477;259;28;3;12.69
478;260;18;23;7.3
479;260;18;3;12.58
480;260;18;27;8.5
481;260;18;15;7.62
482;260;18;16;13.56
483;262;7;22;15.67
484;262;7;26;12.07
485;262;7;12;11.93
486;264;7;13;7.78
487;264;7;20;15.11
488;266;14;9;7.23
489;266;14;6;8.53
490;266;14;12;11.72
491;266;14;21;16.24
492;266;14;29;11.05
493;270;13;19;15.95
494;270;13;1;16.06
495;270;13;23;10.89
496;270;13;11;15.91
497;279;2;9;16.5
498;279;2;21;16.3
499;279;2;29;13.31
500;279;2;22;15.29
501;279;2;12;14.02
502;279;2;2;16.9
503;282;6;16;8.38
504;282;6;10;16.94
505;283;23;10;12.89
506;283;23;24;7.98
507;283;23;23;11.78
508;283;23;12;8.29
509;284;21;7;15.58
510;284;21;9;13.66
511;285;16;9;13.4
512;285;16;20;14.3
513;285;16;22;13.91
514;285;16;27;8.54
515;287;2;9;16.15
516;287;2;4;14.35
517;287;2;11;12.68
518;287;2;26;8.02
519;287;2;5;13.69
520;288;13;2;10.59
521;288;13;14;15.96
522;288;13;6;12.39
523;288;13;7;10.52
524;289;25;22;15.87
525;289;25;17;11.65
526;289;25;23;9.67
527;289;25;27;11.87
528;289;25;12;8.2
529;290;32;7;9.5
530;290;32;6;9.25
531;290;32;18;12.41
532;290;32;5;11.31
533;293;16;28;14.83
534;293;16;16;8.49
535;293;16;20;14.84
536;293;16;2;11.6
537;293;16;7;13.27
538;294;20;18;15.42
539;294;20;27;13.3
540;294;20;17;9.67
541;294;20;13;16.8
542;295;8;14;14.9
543;295;8;24;9.37
544;295;8;2;13.89
545;296;2;27;8.96
546;296;2;5;11.09
547;296;2;1;10.12
548;300;28;14;9.3
549;300;28;5;8.42
550;300;28;4;8.26
551;301;33;2;13.9
552;301;33;22;11.89
553;301;33;18;14.12
554;301;33;17;10.93
555;301;33;9;9.48
556;306;6;17;12.04
557;306;6;8;14.82
558;306;6;3;7.1
559;306;6;20;10.81
560;308;30;14;14.88
561;308;30;29;15.99
562;308;30;11;9.16
563;308;30;27;8.55
564;311;23;22;8.64
565;311;23;4;11.74
566;312;30;25;14.68
567;312;30;9;7.49
568;312;30;18;14.89
569;312;30;22;14.54
570;316;4;7;13.35
571;316;4;27;13.17
572;316;4;2;10.3
573;316;4;24;8.46
574;317;23;18;15.57
575;317;23;2;7.64
576;319;33;10;11.88
577;319;33;22;17.0
578;319;33;24;12.52
579;324;3;25;11.69
580;324;3;24;10.04
581;324;3;29;12.23
582;324;3;28;15.82
583;330;4;2;16.13
584;330;4;29;8.52
585;330;4;24;13.43
586;330;4;21;9.76
587;330;4;23;16.63
588;330;4;11;10.7
589;331;32;4;8.6
590;331;32;13;15.33
591;331;32;1;10.11
592;331;32;6;11.43
593;331;32;7;9.33
594;332;25;14;10.22
595;332;25;15;10.54
596;332;25;1;13.31
597;332;25;16;12.4
598;332;25;4;11.01
599;340;7;20;8.42
600;340;7;11;15.87
601;340;7;18;16.53
602;340;7;23;16.59
603;340;7;22;8.09
604;340;7;8;16.33
605;341;2;3;7.82
606;341;2;4;13.42
607;341;2;14;16.54
608;341;2;13;9.58
609;341;2;9;12.12
610;341;2;17;8.09
611;345;18;29;16.46
612;345;18;15;7.31
613;345;18;6;13.28
614;345;18;11;11.34
615;345;18;7;10.18
616;346;13;25;8.22
617;346;13;26;10.79
618;346;13;17;14.75
619;346;13;22;16.89
620;346;13;27;10.23
621;348;13;15;14.88
622;348;13;4;7.33
623;348;13;3;10.07
624;348;13;16;14.2
625;348;13;8;11.25
626;349;32;18;12.78
627;349;32;12;14.77
628;349;32;21;9.95
629;350;17;9;7.14
630;350;17;8;7.7
631;350;17;12;10.95
632;350;17;20;9.24
633;350;17;25;15.65
634;352;7;24;12.46
635;352;7;2;16.82
636;352;7;8;12.77
637;354;2;25;13.65
638;354;2;2;9.2
639;354;2;12;16.1
640;355;18;11;13.81
641;355;18;1;7.01
642;359;18;1;7.46
643;359;18;11;9.16
644;359;18;5;10.77
645;359;18;12;11.48
646;360;8;11;15.48
647;360;8;8;7.96
648;360;8;24;14.08
649;360;8;19;14.87
650;360;8;29;7.55
651;362;11;6;7.55
652;362;11;8;11.35
653;362;11;27;13.79
654;362;11;24;15.99
655;365;2;21;8.16
656;365;2;3;12.56
657;365;2;20;14.28
658;369;5;13;13.39
659;369;5;16;13.96
660;369;5;15;8.96
661;369;5;29;13.57
662;369;5;12;8.31
663;369;5;10;13.8
664;370;5;21;14.73
665;370;5;29;12.52
666;370;5;17;10.94
667;370;5;20;10.5
668;370;5;5;11.85
669;376;6;18;12.63
670;376;6;26;9.04
671;376;6;29;13.01
672;376;6;8;10.95
673;376;6;24;14.34
674;379;5;12;7.24
675;379;5;27;14.86
676;379;5;9;11.63
677;383;28;28;7.61
678;383;28;26;9.21
679;383;28;10;16.54
680;383;28;21;10.6
681;383;28;2;12.91
682;384;9;19;15.23
683;384;9;10;15.55
684;384;9;25;9.61
685;384;9;20;16.08
686;385;27;24;14.41
687;385;27;7;9.71
688;385;27;25;16.4
689;385;27;19;10.7
690;386;1;4;11.16
691;386;1;10;9.47
692;386;1;16;13.96
693;387;11;23;16.84
694;387;11;3;9.19
695;387;11;1;11.13
696;387;11;21;12.95
697;390;17;28;15.3
698;390;17;12;17.0
699;390;17;18;14.85
700;390;17;8;13.03
701;390;17;25;16.74
702;391;16;2;7.39
703;391;16;13;11.66
704;391;16;6;14.1
705;391;16;23;13.13
706;391;16;8;14.4
707;394;15;5;16.14
708;394;15;24;14.3
709;394;15;8;11.35
710;394;15;15;16.19
711;394;15;2;8.87
712;395;33;2;7.44
713;395;33;4;15.32
714;395;33;8;9.38
715;395;33;20;8.59
716;395;33;9;7.28
717;396;17;21;15.45
718;396;17;24;15.37
719;396;17;27;8.49
720;396;17;23;14.96
721;398;26;26;7.82
722;398;26;4;8.27
723;398;26;24;9.91
724;398;26;27;14.08
725;400;24;29;7.53
726;400;24;9;12.1
727;400;24;6;13.19
728;402;2;5;10.2
729;402;2;9;9.76
730;402;2;19;15.3
731;402;2;10;12.13
732;402;2;11;11.83
733;402;2;25;16.98
734;404;22;21;15.58
735;404;22;15;16.88
736;405;25;23;12.54
737;405;25;1;16.02
738;405;25;8;14.11
739;405;25;17;16.01
740;405;25;5;9.82
741;405;25;18;12.79
742;406;4;28;9.36
743;406;4;1;8.38
744;406;4;17;12.43
745;406;4;22;7.37
746;406;4;11;15.02
747;407;25;2;13.36
748;407;25;20;7.36
749;407;25;8;15.13
750;407;25;23;13.96
751;407;25;26;7.15
752;408;3;6;7.84
753;408;3;18;10.08
754;408;3;28;15.67
755;409;1;11;14.96
756;409;1;21;15.73
757;409;1;7;11.58
758;410;2;13;7.36
759;410;2;17;12.66
760;410;2;26;12.64
761;410;2;25;14.08
762;410;2;28;12.28
763;410;2;24;9.05
764;411;4;13;7.56
765;411;4;2;15.56
766;411;4;22;11.4
767;411;4;24;7.9
768;411;4;11;13.29
769;412;9;4;13.36
770;412;9;23;8.16
771;414;5;5;13.04
772;414;5;19;16.81
773;414;5;27;12.15
774;415;2;12;10.33
775;415;2;17;16.16
776;415;2;15;16.47
777;416;1;28;8.82
778;416;1;18;15.33
779;416;1;1;14.69
780;416;1;6;10.77
781;417;6;21;7.46
782;417;6;10;14.44
783;417;6;29;11.79
784;417;6;14;12.12
785;417;6;12;14.12
786;417;6;20;17.0
787;419;11;27;8.24
788;419;11;21;9.61
789;419;11;6;10.05
790;419;11;2;12.21
791;419;11;25;14.48
792;420;6;9;8.26
793;420;6;11;9.77
794;420;6;5;15.63
795;420;6;12;10.18
796;420;6;26;7.2
797;420;6;14;11.92
798;421;20;18;13.43
799;421;20;4;16.62
800;421;20;24;13.82
801;421;20;16;13.31
802;423;33;29;13.18
803;423;33;13;11.14
804;423;33;28;8.66
805;423;33;20;8.39
806;423;33;14;13.21
807;424;24;18;16.49
808;424;24;10;15.79
809;424;24;24;10.4
810;424;24;29;7.58
811;425;18;17;12.11
812;425;18;1;11.72
813;425;18;9;8.4
814;425;18;26;15.08
815;427;32;19;16.49
816;427;32;13;11.3
817;429;12;15;9.31
818;429;12;8;16.69
819;429;12;17;14.32
820;429;12;11;15.42
821;434;20;13;12.82
822;434;20;12;14.33
823;434;20;21;11.28
824;434;20;27;16.51
825;436;10;8;11.62
826;436;10;19;15.95
827;436;10;27;9.16
828;436;10;18;7.14
829;436;10;7;7.03
830;439;6;3;13.1
831;439;6;23;10.61
832;439;6;29;10.74
833;439;6;20;12.48
834;439;6;19;11.26
835;439;6;18;15.71
836;440;14;4;14.98
837;440;14;3;15.77
838;440;14;1;13.61
839;440;14;8;11.53
840;446;14;19;13.25
841;446;14;1;10.68
842;446;14;2;14.82
843;446;14;14;16.9
844;449;15;27;15.12
845;449;15;23;12.99
846;453;31;1;7.55
847;453;31;8;10.27
848;453;31;19;12.17
849;453;31;29;15.9
850;454;17;29;7.26
851;454;17;23;8.39
852;454;17;2;12.97
853;455;18;23;7.4
854;455;18;27;8.93
855;458;16;6;15.44
856;458;16;16;14.92
857;458;16;27;13.0
858;458;16;26;7.15
859;459;13;21;10.9
860;459;13;4;14.4
861;462;2;4;9.18
862;462;2;7;16.64
863;462;2;16;7.88
864;462;2;25;9.76
865;462;2;18;8.14
866;465;17;29;12.45
867;465;17;12;16.55
868;466;27;29;11.01
869;466;27;23;11.38
870;466;27;17;11.1
871;467;25;25;15.97
872;467;25;11;13.56
873;467;25;4;11.18
874;467;25;8;7.26
875;470;29;20;16.81
876;470;29;3;10.0
877;470;29;18;12.13
878;470;29;7;12.14
879;471;22;10;10.6
880;471;22;13;9.06
881;471;22;3;14.56
882;471;22;6;12.78
883;472;33;13;13.73
884;472;33;19;16.65
885;472;33;21;7.99
886;472;33;10;7.34
887;472;33;8;15.51
888;473;32;2;12.59
889;473;32;23;10.28
890;473;32;15;11.09
891;473;32;12;13.07
892;473;32;3;11.13
893;473;32;26;10.15
894;475;5;11;7.85
895;475;5;20;14.52
896;476;23;6;15.2
897;476;23;2;14.3
898;476;23;3;11.26
899;476;23;5;11.39
900;477;19;16;16.44
901;477;19;7;16.91
902;477;19;26;11.93
903;477;19;1;7.33
904;481;9;27;7.03
905;481;9;1;9.65
906;481;9;23;16.09
907;481;9;22;9.21
908;481;9;21;13.36
909;481;9;15;12.11
910;482;8;12;15.34
911;482;8;10;11.16
912;482;8;22;12.61
913;486;25;5;13.65
914;486;25;20;7.81
915;486;25;1;10.36
916;486;25;23;7.57
917;487;31;7;8.62
918;487;31;12;15.12
919;487;31;5;7.59
920;488;33;19;12.44
921;488;33;1;12.2
922;488;33;25;13.39
923;488;33;26;11.07
924;490;27;28;13.62
925;490;27;14;9.15
926;490;27;18;8.94
927;491;24;4;13.96
928;491;24;24;9.87
929;491;24;22;12.33
930;491;24;6;15.34
931;491;24;29;7.19
932;492;12;24;15.92
933;492;12;26;13.88
934;492;12;22;10.24
935;492;12;15;13.89
936;492;12;19;16.89
937;496;7;6;15.73
938;496;7;11;8.04
939;496;7;14;14.94
940;496;7;15;10.72
941;497;27;6;13.41
942;497;27;28;9.18
943;497;27;1;12.84
944;499;11;8;16.45
945;499;11;14;10.27
946;499;11;16;12.2
947;500;4;8;11.44
948;500;4;9;9.07
949;500;4;13;15.42
950;500;4;7;14.94
951;501;4;17;12.04
952;501;4;9;14.08
953;501;4;28;13.5
954;501;4;5;13.15
955;502;30;4;13.99
956;502;30;29;12.08
957;502;30;21;7.01
958;502;30;14;8.0
959;502;30;12;9.57
960;502;30;28;8.17
961;503;7;22;12.33
962;503;7;14;8.97
963;503;7;28;10.23
964;505;14;23;11.99
965;505;14;11;14.37
966;505;14;7;16.81
967;505;14;1;8.73
968;505;14;20;13.59
969;509;33;15;11.65
970;509;33;12;12.65
971;509;33;21;14.62
972;509;33;1;13.52
973;509;33;26;10.97
974;509;33;28;10.93
975;513;30;3;15.11
976;513;30;2;11.88
977;513;30;21;8.95
978;513;30;20;10.19
979;513;30;9;16.78
980;515;27;18;7.31
981;515;27;13;7.51
982;515;27;1;7.04
983;516;8;26;10.9
984;516;8;20;10.61
985;516;8;8;12.47
986;516;8;4;9.94
987;520;24;27;16.47
988;520;24;18;15.07
989;520;24;23;14.26
990;521;25;24;10.04
991;521;25;4;9.41
992;521;25;18;9.7
993;521;25;21;9.39
994;521;25;14;11.19
995;524;2;25;11.3
996;524;2;16;10.32
997;524;2;7;13.84
998;526;24;20;8.61
999;526;24;2;10.07
1000;526;24;18;11.76
1001;526;24;24;14.16
1002;528;20;22;13.2
1003;528;20;4;10.84
1004;528;20;3;11.8
1005;529;1;15;11.2
1006;529;1;8;16.44
1007;533;19;28;14.72
1008;533;19;23;15.99
1009;533;19;25;7.4
1010;533;19;6;12.67
1011;533;19;4;14.85
1012;534;10;6;14.23
1013;534;10;9;9.08
1014;534;10;1;11.42
1015;534;10;22;13.29
1016;534;10;7;7.73
1017;537;30;8;12.61
1018;537;30;6;11.16
1019;537;30;18;9.61
1020;537;30;15;10.4
1021;537;30;16;12.14
1022;537;30;10;8.39
1023;538;9;20;16.54
1024;538;9;8;13.4
1025;538;9;5;14.46
1026;538;9;22;10.97
1027;538;9;23;7.25
1028;539;13;6;9.41
1029;539;13;9;14.75
1030;539;13;22;12.38
1031;540;11;17;13.88
1032;540;11;21;10.9
1033;543;12;11;12.74
1034;543;12;14;12.67
1035;544;23;4;7.64
1036;544;23;21;16.3
1037;544;23;2;7.23
1038;544;23;26;9.64
1039;548;13;1;12.98
1040;548;13;6;11.55
1041;548;13;22;11.69
1042;548;13;7;11.03
1043;550;26;9;14.17
1044;550;26;3;10.45
1045;550;26;27;12.56
1046;550;26;1;10.54
1047;552;31;9;9.82
1048;552;31;26;9.76
1049;552;31;22;13.94
1050;552;31;6;8.97
1051;556;22;18;11.98
1052;556;22;16;7.57
1053;556;22;17;7.79
1054;556;22;5;8.35
1055;560;32;28;12.24
1056;560;32;2;9.74
1057;560;32;26;14.41
1058;561;19;22;16.62
1059;561;19;20;14.26
1060;561;19;14;9.02
1061;561;19;29;13.44
1062;561;19;11;16.44
1063;561;19;13;8.86
1064;562;6;25;12.73
1065;562;6;4;14.63
1066;562;6;22;16.56
1067;562;6;2;14.08
1068;562;6;17;10.67
1069;563;3;15;16.8
1070;563;3;9;8.44
1071;563;3;11;10.45
1072;563;3;28;8.5
1073;563;3;14;13.74
1074;565;8;14;13.48
1075;565;8;22;16.65
1076;565;8;21;7.93
1077;565;8;26;10.8
1078;566;31;9;9.17
1079;566;31;8;12.44
1080;566;31;22;10.18
1081;566;31;6;14.97
1082;566;31;23;7.02
1083;567;12;5;14.23
1084;567;12;11;7.71
1085;567;12;28;9.87
1086;568;25;15;9.52
1087;568;25;1;8.33
1088;572;11;17;7.08
1089;572;11;28;10.89
1090;572;11;4;8.87
1091;572;11;11;11.47
1092;573;23;26;12.04
1093;573;23;15;10.25
1094;573;23;3;12.76
1095;573;23;22;16.86
1096;573;23;14;8.49
1097;573;23;27;16.98
1098;575;7;6;7.43
1099;575;7;29;13.92
1100;579;31;11;12.76
1101;579;31;10;12.41
1102;579;31;18;10.97
1103;579;31;15;9.89
1104;579;31;23;7.43
1105;580;17;23;13.64
1106;580;17;21;11.76
1107;580;17;29;10.96
1108;580;17;2;13.87
1109;580;17;22;11.61
1110;582;3;5;12.46
1111;582;3;6;13.73
1112;582;3;28;14.48
1113;585;14;1;10.09
1114;585;14;18;8.52
1115;585;14;10;14.7
1116;587;4;8;13.75
1117;587;4;5;13.12
1118;587;4;11;11.06
1119;587;4;20;11.04
1120;587;4;22;10.68
1121;587;4;26;12.29
1122;588;27;12;8.08
1123;588;27;16;7.57
1124;588;27;19;16.85
1125;588;27;10;8.32
1126;588;27;25;10.65
1127;593;28;13;10.78
1128;593;28;6;12.95
1129;593;28;7;8.42
1130;593;28;3;13.44
1131;594;5;2;13.52
1132;594;5;29;10.44
1133;595;30;11;13.65
1134;595;30;17;10.71
1135;595;30;6;15.33
1136;595;30;8;15.29
1137;597;14;27;15.04
1138;597;14;18;11.52
1139;597;14;3;9.98
1140;597;14;1;10.93
1141;598;4;4;12.86
1142;598;4;14;7.34
1143;598;4;1;9.95
1144;598;4;5;16.94
1145;598;4;29;14.5
1146;598;4;18;10.09
1147;599;24;24;14.94
1148;599;24;25;16.61
1149;599;24;13;12.68
1150;599;24;9;8.31
