id;garden_id;vegetable_id;price
371;127;65;2.06
372;127;59;1.29
373;127;1;1.27
374;127;16;1.72
375;127;44;1.55
376;128;1;0.23
377;128;24;0.01
378;128;40;0.54
379;128;41;0.45
380;128;55;2.33
381;129;50;2.67
382;129;41;1.28
383;129;58;2.54
384;129;12;0.17
385;130;58;0.59
386;130;22;2.4
387;130;43;1.67
388;131;19;2.22
389;131;25;1.7
390;131;8;0.18
391;131;7;2.94
392;131;60;1.76
393;132;54;0.45
394;132;29;0.15
395;133;59;0.53
396;133;61;2.7
397;133;70;2.5
398;134;6;2.95
399;134;7;2.57
400;134;60;0.32
401;135;58;2.42
402;135;51;1.74
403;135;62;2.14
404;136;20;1.03
405;136;22;2.07
406;136;61;1.83
407;136;11;1.16
408;136;42;1.99
409;137;57;0.05
410;137;41;2.83
411;138;11;2.5
412;138;13;0.73
413;138;2;2.33
414;138;10;2.12
415;138;55;0.08
416;139;26;2.66
417;139;2;1.78
418;140;53;1.1
419;140;66;0.98
420;140;8;0.24
421;140;69;0.84
422;141;49;1.48
423;141;24;2.8
424;141;5;0.58
425;142;30;2.38
426;142;14;0.02
427;142;37;0.41
428;142;44;2.61
429;143;31;1.25
430;143;40;1.55
431;143;16;1.83
432;144;17;0.95
433;144;43;3.0
434;144;53;0.34
435;144;23;0.51
436;144;40;0.21
437;145;17;1.0
438;145;24;2.98
439;146;60;0.95
440;146;26;2.9
441;147;49;1.8
442;147;32;1.23
443;147;47;1.36
444;147;34;1.3
445;147;21;1.25
446;148;24;2.76
447;148;69;1.33
448;148;52;1.98
449;148;31;1.54
450;148;58;0.89
451;149;20;0.22
452;149;68;0.51
453;149;18;1.7
454;150;20;1.15
455;150;3;1.68
456;151;71;1.54
457;151;28;0.3
458;151;47;1.53
459;152;3;0.25
460;152;70;1.21
461;152;16;2.09
462;152;9;0.99
463;152;34;2.9
464;153;12;0.41
465;153;18;1.52
466;154;9;1.6
467;154;5;1.31
468;155;23;2.65
469;156;23;1.41
470;157;35;1.28
471;157;2;0.58
472;157;54;2.31
473;157;17;0.81
474;158;2;1.47
475;158;46;2.58
476;159;30;2.08
477;159;17;1.75
478;159;53;0.76
479;160;28;0.97
480;161;62;2.83
481;161;17;2.39
482;161;56;1.84
483;161;48;1.12
484;162;8;2.93
485;162;3;2.48
486;163;38;1.42
487;163;49;1.74
488;163;26;1.51
489;164;63;0.56
490;164;3;0.32
491;164;66;0.87
492;165;57;1.02
493;166;53;1.32
494;166;56;2.53
495;166;31;1.68
496;166;39;0.1
497;166;11;1.1
498;167;55;0.37
499;167;68;2.91
500;167;59;1.5
501;167;42;0.7
502;168;60;2.96
503;168;47;0.97
504;168;52;2.17
505;169;32;0.24
506;169;60;1.58
507;170;36;0.09
508;170;27;1.27
509;170;10;0.29
510;170;67;1.59
511;171;11;1.4
512;172;28;2.02
513;172;67;2.32
514;172;62;1.7
515;173;71;2.83
516;173;66;2.18
517;173;57;2.94
518;173;26;0.51
519;174;66;1.97
520;174;17;0.34
521;174;59;2.75
522;174;31;1.95
523;174;71;1.28
524;175;12;1.44
525;176;38;1.03
526;177;1;2.45
527;178;58;2.73
528;178;23;0.21
529;178;34;0.32
530;178;65;1.57
531;178;20;1.91
532;179;48;2.14
533;179;29;2.71
534;179;45;1.08
535;179;9;1.51
536;180;4;2.4
537;180;31;2.58
538;180;66;1.43
539;180;51;1.18
540;180;69;2.64
541;181;11;2.11
542;182;55;2.88
543;182;6;2.46
544;182;1;2.95
545;182;15;2.17
546;182;58;2.05
547;183;22;0.51
548;183;19;2.02
549;183;39;0.08
550;183;25;0.42
551;183;6;1.8
552;184;66;1.93
553;185;20;2.94
554;186;34;1.23
555;186;39;0.55
556;186;5;2.52
557;187;69;1.38
558;187;16;1.5
559;187;55;1.38
560;188;3;1.61
561;188;5;0.6
562;188;56;2.97
563;189;35;2.13
564;189;22;0.61
565;189;23;1.91
566;189;27;1.25
567;189;4;1.77
568;190;70;0.71
569;191;14;1.7
570;191;67;2.44
571;192;19;2.41
572;193;64;1.14
573;193;5;2.5
574;193;27;2.52
575;193;34;0.74
576;193;24;0.53
577;194;50;2.7
578;194;46;0.2
579;194;6;2.77
580;195;36;2.33
581;195;30;0.33
582;195;25;1.44
583;196;67;1.84
584;196;58;0.23
585;196;41;0.12
586;197;59;1.92
587;198;40;0.52
588;198;29;2.42
589;198;7;2.6
590;198;18;1.61
591;199;60;1.11
592;200;62;1.11
593;200;55;2.05
594;200;58;2.66
595;201;52;0.98
596;201;68;1.06
597;201;5;0.76
598;202;24;1.12
599;202;32;0.4
600;202;7;1.21
601;202;43;1.14
602;202;70;2.79
603;203;52;0.79
604;203;6;1.0
605;203;38;2.6
606;203;54;1.98
607;204;31;1.09
608;204;18;0.91
609;204;65;0.95
610;204;38;0.71
611;204;64;1.32
612;205;23;0.12
613;205;67;0.07
614;205;13;2.91
615;205;54;1.7
616;206;62;0.47
617;206;46;0.43
618;206;36;0.58
619;207;2;0.29
620;207;70;2.75
621;207;49;2.7
622;208;18;0.87
623;208;16;1.6
624;208;55;1.51
625;208;11;0.21
626;208;59;1.53
627;209;39;0.65
628;209;36;0.63
629;209;8;1.8
630;210;24;1.41
631;210;2;0.0
632;211;55;2.5
633;211;29;2.04
634;212;23;2.3
635;212;5;1.21
636;212;24;0.13
637;213;45;2.44
638;213;37;2.41
639;213;27;2.28
640;214;54;2.67
641;215;18;2.73
642;215;20;2.11
643;216;53;0.56
644;216;16;1.34
645;216;23;2.34
646;216;25;1.02
647;216;35;0.51
648;217;65;1.31
649;217;48;1.44
650;218;25;0.75
651;218;70;1.99
652;218;69;1.1
653;218;52;1.49
654;219;31;1.47
655;219;21;0.39
656;220;40;1.46
657;221;56;1.54
658;221;64;2.01
659;222;55;1.11
660;222;31;2.95
661;222;23;2.23
662;223;45;1.55
663;224;69;2.23
664;224;14;0.36
665;224;46;1.73
666;225;61;1.67
667;225;57;1.93
668;225;64;1.81
669;226;36;0.19
670;226;61;1.13
671;226;50;0.71
672;226;7;2.99
673;226;8;1.46
674;227;44;0.47
675;228;40;0.03
676;229;10;0.67
677;229;35;0.08
678;229;8;2.54
679;229;65;0.86
680;230;33;1.51
681;230;61;1.83
682;230;46;0.57
683;230;48;0.97
684;230;39;1.95
685;231;48;2.86
686;232;56;2.58
687;232;23;1.88
688;232;21;1.44
689;233;3;1.27
690;233;60;0.68
691;233;68;2.89
692;234;62;1.1
693;234;71;2.05
694;234;60;0.26
695;234;8;1.29
696;234;63;2.59
697;235;62;0.47
698;236;19;2.03
699;236;45;0.32
700;236;22;0.64
701;236;54;0.64
702;237;23;2.53
703;238;3;1.25
704;238;48;1.85
705;238;32;0.0
706;238;11;0.11
707;238;67;0.74
708;239;58;2.07
709;239;52;1.02
710;239;17;0.05
711;239;33;0.45
712;240;14;0.04
713;241;49;2.34
714;242;44;2.79
715;242;39;0.28
716;243;70;1.1
717;243;36;3.0
718;243;34;2.85
719;243;66;0.23
720;244;60;0.79
721;244;20;2.84
722;244;51;0.2
723;245;40;0.78
724;245;8;1.11
725;245;19;1.85
726;245;16;2.36
727;246;20;0.14
728;247;36;1.37
729;248;3;2.3
730;248;63;0.55
731;249;12;1.42
732;249;14;0.33
733;249;59;2.59
734;249;64;0.15
735;249;47;2.47
736;250;61;0.44
737;250;44;2.79
738;250;43;2.31
739;250;52;0.64
740;251;48;1.87
741;251;16;2.57
742;252;64;1.54
743;252;15;2.68
744;253;42;2.42
745;253;24;2.56
746;253;3;0.01
747;253;53;1.09
748;254;67;1.73
749;254;59;1.78
750;255;57;0.79
751;255;20;2.25
752;255;50;2.99
753;256;42;0.84
754;256;27;2.1
755;257;1;1.65
756;257;47;2.02
757;257;44;0.9
758;258;69;0.37
759;259;36;0.58
760;259;11;0.54
761;260;55;1.76
762;260;63;0.25
763;260;28;0.68
764;260;47;2.05
765;260;23;2.85
766;261;60;1.59
767;261;70;0.86
768;262;65;1.4
769;262;41;2.33
770;262;67;1.18
771;262;53;0.45
772;263;9;2.9
773;263;66;0.26
774;263;48;2.89
775;263;21;0.15
776;263;71;2.57
777;264;68;2.24
778;264;41;1.09
779;264;11;2.03
780;264;35;0.23
781;264;47;1.51
782;265;33;2.41
783;265;45;0.33
784;266;58;0.84
785;266;29;2.93
786;266;47;2.12
787;266;9;1.78
788;267;53;2.85
789;267;67;2.52
790;268;11;2.84
791;268;31;1.87
792;268;27;0.05
793;268;7;0.83
794;269;5;0.46
795;269;6;1.66
796;269;52;0.77
797;269;2;2.29
798;269;1;2.67
799;270;22;1.47
800;270;26;0.69
801;270;6;0.76
802;271;33;0.23
803;271;19;0.51
804;271;28;2.33
805;271;24;1.01
806;271;22;1.11
807;272;50;1.77
808;272;23;2.49
809;272;71;2.88
810;273;50;2.44
811;273;34;2.9
812;273;38;2.25
813;274;60;0.04
814;274;62;0.79
815;274;18;2.18
816;274;5;0.27
817;275;36;2.11
818;275;45;2.34
819;275;12;1.95
820;276;3;0.22
821;276;2;1.84
822;276;44;1.72
823;276;15;2.4
824;276;9;2.8
825;277;64;2.52
826;277;45;2.56
827;277;51;0.04
828;277;62;1.85
829;277;59;2.03
830;278;40;0.79
831;278;48;2.88
832;278;12;0.46
833;278;29;2.04
834;279;39;1.87
835;280;8;1.61
836;280;45;2.41
837;280;10;2.64
838;280;2;1.16
839;280;43;0.29
840;281;60;2.8
841;281;13;2.56
842;282;2;0.06
843;282;11;1.37
844;282;3;2.2
845;283;42;0.91
846;284;30;1.11
847;284;28;0.57
848;285;29;1.83
849;285;10;0.46
850;286;58;0.72
851;286;53;2.92
852;286;61;1.18
853;286;54;1.97
854;287;9;2.62
855;287;12;0.0
856;288;65;2.87
857;288;53;1.0
858;288;30;2.66
859;288;70;0.34
860;289;1;2.96
861;289;21;1.0
862;289;13;1.4
863;289;14;1.59
864;290;4;2.36
865;290;30;1.21
866;290;27;0.53
867;290;1;1.58
868;290;23;2.2
869;291;53;2.32
870;292;6;0.19
871;292;37;1.9
872;293;57;0.7
873;293;71;2.11
874;294;69;0.18
875;294;14;2.84
876;294;42;1.51
877;295;54;0.8
878;295;2;2.01
879;295;50;1.5
880;295;27;2.56
881;296;38;0.73
882;296;56;0.41
883;296;36;0.99
884;297;49;0.85
885;297;17;1.55
886;297;68;2.0
887;298;42;0.87
888;298;70;2.21
889;299;64;0.73
890;300;61;2.53
891;301;34;1.37
892;301;42;2.65
893;301;33;1.38
894;301;39;1.7
895;301;25;0.48
896;302;71;1.02
897;303;46;1.1
898;303;65;2.0
899;304;30;2.72
900;304;64;2.39
901;304;34;2.7
902;304;54;2.45
903;305;65;1.1
904;306;59;1.18
905;306;66;0.41
906;307;58;2.9
907;307;43;1.41
908;307;25;2.98
909;307;71;0.99
910;308;23;0.16
911;308;10;1.0
912;308;24;0.75
913;308;14;2.66
914;309;12;1.53
915;309;60;2.93
916;309;32;2.18
917;309;26;2.27
918;310;61;1.72
919;310;34;0.82
920;310;2;2.89
921;310;36;1.39
922;310;58;2.84
923;311;69;1.21
924;311;57;1.2
925;311;17;1.37
926;311;26;0.31
927;312;48;1.68
928;312;54;0.13
929;312;53;0.24
930;313;42;2.07
931;313;17;0.41
932;313;10;2.34
933;314;2;1.17
934;314;11;0.98
935;314;8;0.43
936;315;28;1.32
937;316;23;1.03
938;316;29;0.15
939;317;38;1.06
940;318;12;2.8
941;318;10;2.49
942;318;25;1.54
943;319;38;1.41
944;319;66;2.21
945;319;14;0.44
946;320;25;2.29
947;320;32;0.51
948;320;39;2.83
949;320;13;2.56
950;320;23;0.37
951;321;22;0.73
952;321;48;2.24
953;321;63;2.3
954;321;18;2.51
955;322;71;1.96
956;322;42;2.86
957;323;8;1.74
958;323;5;1.93
959;323;30;2.29
960;323;22;2.97
961;324;25;1.03
962;324;18;1.38
963;324;4;0.23
964;324;11;2.1
965;325;65;0.89
966;326;66;0.93
967;327;49;1.34
968;327;25;1.06
969;327;28;0.55
970;327;37;2.2
971;328;53;1.82
972;328;34;2.59
973;328;36;1.99
974;329;35;2.76
975;329;6;0.99
976;329;69;0.67
977;329;62;2.04
978;329;25;1.97
979;330;32;0.17
980;331;21;1.92
981;332;60;0.95
982;332;64;2.91
983;332;71;2.55
984;333;67;0.35
985;333;45;2.09
986;333;62;0.93
987;333;68;1.98
988;333;1;2.52
989;334;23;0.93
990;335;57;0.9
991;335;65;1.38
992;335;21;1.05
993;336;60;2.41
994;337;14;1.03
995;338;3;0.56
996;338;66;1.23
997;338;54;1.56
998;338;59;1.23
999;338;30;2.84
1000;339;25;1.25
1001;339;29;2.85
1002;339;11;1.57
1003;340;60;2.57
1004;340;49;1.87
1005;340;29;1.28
1006;341;13;1.92
1007;341;56;2.31
1008;342;37;0.77
1009;342;23;0.93
1010;342;56;0.05
1011;343;62;2.05
1012;344;21;2.29
1013;344;50;2.31
1014;344;24;2.17
1015;345;1;0.69
1016;345;53;0.13
1017;345;6;0.89
1018;345;3;1.72
1019;345;14;0.29
1020;346;46;0.6
1021;346;34;0.81
1022;346;40;0.95
1023;347;8;2.26
1024;348;58;2.29
1025;348;15;2.14
1026;348;56;1.92
1027;349;42;1.29
1028;349;16;1.51
1029;350;59;2.07
1030;351;15;1.22
1031;352;34;1.96
1032;353;17;0.38
1033;354;9;2.05
1034;354;13;0.11
1035;355;26;1.8
1036;356;67;1.17
1037;356;57;2.81
1038;356;27;2.1
1039;356;8;0.89
1040;356;39;2.98
1041;357;66;1.78
1042;358;8;1.32
1043;358;38;1.32
1044;358;3;0.39
1045;359;26;1.73
1046;359;51;0.85
1047;360;43;1.82
1048;360;37;0.77
1049;361;1;2.06
1050;362;13;2.01
1051;362;44;1.38
1052;362;18;1.94
1053;362;32;1.38
1054;363;58;0.13
1055;363;21;2.58
1056;363;30;1.77
1057;363;40;1.7
1058;364;52;1.66
1059;364;10;2.73
1060;365;65;0.47
1061;365;57;0.83
1062;365;62;2.96
1063;366;23;1.04
1064;366;12;0.59
1065;366;51;0.26
1066;367;33;1.43
1067;367;69;0.22
1068;367;1;0.73
1069;367;63;0.13
1070;367;59;2.02
1071;368;31;1.47
1072;368;1;2.33
1073;368;24;1.67
1074;369;37;2.39
1075;369;34;1.91
1076;369;60;0.11
1077;369;31;0.56
1078;369;47;2.91
1079;370;54;1.91
1080;370;18;0.5
1081;370;37;1.52
1082;370;9;0.25
1083;371;31;1.73
1084;371;53;0.46
1085;371;65;1.54
1086;371;54;2.89
1087;371;14;2.63
1088;372;16;1.33
1089;373;25;0.25
1090;373;50;0.31
1091;374;45;3.0
1092;375;64;1.53
1093;375;29;2.15
1094;375;14;0.86
1095;375;21;0.54
1096;375;63;2.56
1097;376;65;0.71
1098;376;70;0.44
1099;376;48;1.81
1100;377;8;0.13
1101;377;41;0.61
1102;378;31;1.71
1103;378;15;2.89
1104;379;52;0.28
1105;379;18;2.05
1106;379;63;2.49
1107;379;38;0.34
1108;379;59;2.98
1109;380;66;2.34
1110;380;39;1.65
1111;380;12;1.22
1112;380;19;1.92
1113;380;64;0.23
1114;381;51;1.9
1115;381;29;2.26
1116;381;37;0.18
1117;381;46;0.56
1118;381;33;0.12
1119;382;31;2.44
1120;382;7;0.82
1121;382;11;2.8
1122;382;39;0.46
1123;383;59;1.19
1124;383;44;0.12
1125;383;25;1.51
1126;383;1;2.9
1127;384;32;1.11
1128;384;18;0.22
1129;385;39;2.23
1130;385;57;0.43
1131;385;22;1.23
1132;386;34;2.83
1133;386;18;2.36
1134;387;31;0.18
1135;387;11;2.96
1136;387;47;2.16
1137;387;17;1.61
1138;388;63;1.63
1139;388;1;1.6
1140;388;17;2.96
1141;388;10;0.1
1142;389;8;1.99
1143;389;19;0.67
1144;389;44;1.78
1145;389;68;0.7
1146;390;37;0.51
1147;390;31;0.89
1148;390;24;1.75
1149;390;33;0.88
1150;391;64;2.45
1151;391;10;0.77
1152;391;60;2.72
1153;391;50;0.49
1154;391;35;2.15
1155;392;48;2.09
1156;392;21;1.64
1157;392;40;1.68
1158;392;46;1.44
1159;393;38;0.64
1160;393;34;1.38
1161;393;46;2.18
1162;393;56;2.59
1163;394;62;0.48
1164;394;66;2.86
1165;394;41;2.45
1166;394;59;2.72
1167;395;11;2.44
1168;395;71;2.39
1169;395;60;1.54
1170;395;27;2.36
1171;396;52;0.41
1172;396;19;0.84
1173;396;1;2.73
1174;396;29;0.27
1175;396;26;2.63
1176;397;64;0.57
1177;397;26;2.48
1178;398;5;0.38
1179;398;44;2.6
1180;398;41;2.43
1181;398;26;2.67
1182;398;51;2.52
1183;399;52;1.13
1184;399;4;0.64
1185;400;8;1.01
1186;400;34;1.33
1187;401;39;0.57
1188;401;46;2.25
1189;401;58;0.45
1190;401;33;2.03
1191;401;27;1.9
1192;402;33;2.52
1193;402;14;2.26
1194;402;7;1.65
1195;402;49;1.72
1196;402;23;0.24
1197;403;43;2.17
1198;403;65;0.52
1199;403;15;0.1
1200;403;63;1.72
1201;404;22;2.9
1202;405;53;2.13
1203;406;56;1.33
1204;406;17;0.1
1205;406;48;0.4
1206;406;14;1.27
1207;406;55;0.17
1208;407;60;0.52
1209;407;21;2.97
1210;407;16;2.31
1211;407;34;0.6
1212;408;54;2.85
1213;408;66;0.43
1214;408;20;2.52
1215;408;21;2.04
1216;409;7;1.58
1217;409;20;2.87
1218;409;37;2.97
1219;409;71;2.08
1220;409;67;0.83
1221;410;18;2.91
1222;410;41;2.72
1223;410;57;2.72
1224;410;29;2.66
1225;411;35;0.65
1226;411;40;2.79
1227;411;45;1.08
1228;411;69;1.56
1229;411;44;1.97
1230;412;9;1.62
1231;412;44;0.24
1232;412;39;2.55
1233;413;19;1.96
1234;414;1;1.03
1235;414;20;1.76
1236;414;40;2.27
1237;414;5;2.44
1238;414;53;2.37
1239;415;32;2.19
1240;415;45;2.69
1241;415;66;2.87
1242;415;4;2.51
1243;415;70;1.08
1244;416;13;0.68
1245;416;52;0.99
1246;417;64;0.43
1247;418;25;2.05
1248;418;54;1.75
1249;418;13;2.94
1250;418;11;1.4
1251;418;24;2.67
1252;419;68;1.14
1253;419;33;2.41
1254;420;54;1.97
1255;421;18;2.64
1256;421;35;0.79
1257;422;18;0.8
1258;423;58;1.95
1259;423;48;2.01
1260;424;27;1.88
1261;424;70;0.4
1262;424;22;1.34
1263;425;22;2.4
1264;425;43;2.29
1265;425;61;2.6
1266;425;67;1.68
1267;426;25;0.62
1268;426;14;2.94
1269;426;7;1.61
1270;426;28;0.81
1271;427;14;0.36
1272;428;69;0.29
1273;428;52;2.85
1274;428;54;2.0
1275;429;67;0.39
1276;429;5;2.35
1277;429;18;0.66
1278;429;71;1.49
1279;429;10;1.78
1280;430;59;0.28
1281;431;39;2.1
1282;431;19;2.05
1283;431;6;1.38
1284;431;23;2.15
1285;432;9;1.41
1286;432;22;2.22
1287;432;32;2.21
1288;432;28;2.94
1289;433;59;2.8
1290;433;62;0.74
1291;433;51;2.72
1292;433;20;0.57
1293;433;31;1.5
1294;434;32;2.86
1295;435;47;0.28
1296;436;5;1.29
1297;436;22;2.85
1298;436;57;2.28
1299;437;20;2.9
1300;437;2;0.44
1301;437;70;0.39
1302;437;6;0.88
1303;437;17;0.26
1304;438;66;1.37
1305;438;54;0.88
1306;438;71;2.45
1307;438;21;0.86
1308;439;14;1.1
1309;439;28;2.77
1310;440;14;1.4
1311;441;59;0.15
1312;442;6;0.12
1313;443;4;1.71
1314;443;38;2.52
1315;443;41;0.86
1316;443;15;2.51
1317;444;21;0.73
1318;444;51;1.83
1319;444;18;2.66
1320;444;29;1.18
1321;444;40;1.95
1322;445;44;2.85
1323;445;28;2.89
1324;445;52;2.37
1325;445;67;0.03
1326;445;25;2.46
1327;446;66;2.32
1328;446;29;2.56
1329;446;9;0.6
1330;446;6;0.64
1331;447;52;0.78
1332;447;17;2.65
1333;447;25;2.2
1334;447;61;1.95
1335;448;6;2.61
1336;448;18;1.8
1337;448;15;2.87
1338;449;3;2.97
1339;449;54;0.02
1340;450;16;2.35
1341;450;6;0.45
1342;451;18;0.64
1343;451;44;0.43
1344;452;20;0.53
1345;452;44;1.55
1346;453;17;2.96
1347;454;5;0.96
1348;454;3;1.34
1349;454;36;1.12
1350;455;26;0.76
1351;455;30;1.65
1352;455;35;1.26
1353;456;33;1.65
1354;456;47;2.72
1355;456;54;0.28
1356;456;37;1.62
1357;457;43;1.26
1358;457;1;1.82
1359;457;69;2.08
1360;457;3;0.72
